© Landesamt fü,,,,,,
"r Statistik Niedersachsen, 2018.",,,,,,
"Vervielfältigung und Verbreitung, auch auszugsweise, mit Quellenangabe gestattet.",,,,,,
,,,,,,
LSN-Online: Tabelle Z7360122,,,,,,
,,,,,,
Monatserhebung im Tourismus in Niedersachsen (Gebietsstand: 01.07.2017),,,,,,
- Geöffnete Beherbergungsbetriebe mit mindestens 10 Betten und geöffnete Campinglätze mit mindestens 10 Stellplätzen -,,,,,,
 ,,,,,,
Zeitraum: Januar*,,,,,,
,,,,,,
"Niedersachsen
Statistische Region*
Kreis*
Gemeinde*
------
Jahr",Ankünfte,,Übernachtungen,,durchschnittl.,
2011,81735,62647,146833,104554,"1,8","34,8"
2012,86837,68171,155233,113588,"1,8","36,6"
2013,86801,65883,155191,109493,"1,8","36,5"
2014,84830,65145,153203,109666,"1,8","37,5"
2015,84941,64625,151240,107347,"1,8","36,4"
2016,91517,68736,162156,112161,"1,8","39,5"
2017,93892,72673,164359,117198,"1,8","39,1"
2018,102191,79927,177873,128062,"1,7","41,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-5,5","-3,3","-9,8","-6,4","-4,6","-13,6"
2010,"3,1","3,2","2,4","3,3","-0,7","5,0"
2011,"11,0","8,3","9,5","7,0","-1,4","6,6"
2012,"6,2","8,8","5,7","8,6","-0,5","5,2"
2013,-,"-3,4",-,"-3,6",-,"-0,3"
2014,"-2,3","-1,1","-1,3","0,2","1,0","2,8"
2015,"0,1","-0,8","-1,3","-2,1","-1,4","-2,9"
2016,"7,7","6,4","7,2","4,5","-0,5","8,5"
2017,"2,6","5,7","1,4","4,5","-1,2","-1,0"
2018,"8,8","10,0","8,2","9,3","-0,6","4,8"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"103,1","103,2","102,4","103,3","99,3","105,0"
2011,"114,5","111,7","112,1","110,5","97,9","112,0"
2012,"121,7","121,5","118,5","120,1","97,4","117,8"
2013,"121,6","117,5","118,5","115,8","97,4","117,5"
2014,"118,9","116,2","117,0","115,9","98,4","120,8"
2015,"119,0","115,2","115,5","113,5","97,0","117,3"
2016,"128,2","122,6","123,8","118,6","96,5","127,2"
2017,"131,6","129,6","125,5","123,9","95,4","125,9"
2018,"143,2","142,5","135,8","135,4","94,8","131,9"
251     Diepholz                 ,,,,,,
 ,,,,,,
2009,6188,5694,10790,9958,"1,7","11,5"
2010,5714,5130,10633,9801,"1,9","11,4"
2011,6641,6183,12127,11196,"1,8","12,8"
2012,7166,6516,12936,11465,"1,8","14,5"
2013,6045,5570,11426,9710,"1,9","10,9"
2014,6926,6422,12336,11189,"1,8","12,3"
2015,6358,5892,11694,10571,"1,8","12,3"
2016,6841,6406,13541,12200,"2,0","12,6"
2017,6748,6324,13299,11854,"2,0","13,3"
2018,6648,6243,14804,12294,"2,2","15,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"16,0","18,0","17,3","19,8","1,1","-3,6"
2010,"-7,7","-9,9","-1,5","-1,6","6,7","-0,7"
2011,"16,2","20,5","14,1","14,2","-1,9","12,1"
2012,"7,9","5,4","6,7","2,4","-1,1","13,5"
2013,"-15,6","-14,5","-11,7","-15,3","4,7","-25,1"
2014,"14,6","15,3","8,0","15,2","-5,8","13,1"
2015,"-8,2","-8,3","-5,2","-5,5","3,3","0,3"
2016,"7,6","8,7","15,8","15,4","7,6","2,6"
2017,"-1,4","-1,3","-1,8","-2,8","-0,4","5,0"
2018,"-1,5","-1,3","11,3","3,7","13,0","13,4"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"92,3","90,1","98,5","98,4","106,7","99,3"
2011,"107,3","108,6","112,4","112,4","104,7","111,4"
2012,"115,8","114,4","119,9","115,1","103,5","126,4"
2013,"97,7","97,8","105,9","97,5","108,4","94,7"
2014,"111,9","112,8","114,3","112,4","102,1","107,0"
2015,"102,7","103,5","108,4","106,2","105,5","107,3"
2016,"110,6","112,5","125,5","122,5","113,5","110,1"
2017,"109,0","111,1","123,3","119,0","113,0","115,6"
2018,"107,4","109,6","137,2","123,5","127,7","131,0"
252     Hameln-Pyrmont           ,,,,,,
 ,,,,,,
2009,12844,12246,73945,72334,"5,8","25,8"
2010,13261,12570,71113,69791,"5,4","24,8"
2011,13412,12653,70548,68850,"5,3","25,1"
2012,14103,13320,76842,75024,"5,4","26,7"
2013,14157,12975,74521,72427,"5,3","22,6"
2014,15743,14011,77174,73904,"4,9","25,1"
2015,14181,13183,67467,65347,"4,8","23,2"
2016,16307,14815,71109,68343,"4,4","24,2"
2017,15441,13844,71091,68333,"4,6","26,0"
2018,15289,13747,69130,66176,"4,5","29,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-8,9","-7,2","-3,1","-2,8","6,3","-6,8"
2010,"3,2","2,6","-3,8","-3,5","-6,9","-3,7"
2011,"1,1","0,7","-0,8","-1,3","-1,9","1,1"
2012,"5,2","5,3","8,9","9,0","3,6","6,5"
2013,"0,4","-2,6","-3,0","-3,5","-3,4","-15,4"
2014,"11,2","8,0","3,6","2,0","-6,9","10,9"
2015,"-9,9","-5,9","-12,6","-11,6","-2,9","-7,6"
2016,"15,0","12,4","5,4","4,6","-8,3","4,5"
2017,"-5,3","-6,6",-,-,"5,6","7,4"
2018,"-1,0","-0,7","-2,8","-3,2","-1,8","13,3"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"103,2","102,6","96,2","96,5","93,1","96,3"
2011,"104,4","103,3","95,4","95,2","91,4","97,4"
2012,"109,8","108,8","103,9","103,7","94,6","103,7"
2013,"110,2","106,0","100,8","100,1","91,4","87,7"
2014,"122,6","114,4","104,4","102,2","85,1","97,3"
2015,"110,4","107,7","91,2","90,3","82,6","89,9"
2016,"127,0","121,0","96,2","94,5","75,7","93,9"
2017,"120,2","113,0","96,1","94,5","80,0","100,9"
2018,"119,0","112,3","93,5","91,5","78,5","114,4"
254     Hildesheim               ,,,,,,
 ,,,,,,
2009,10683,8571,28908,24452,"2,7","22,3"
2010,11177,8948,29604,25466,"2,6","23,0"
2011,13049,11020,31513,27398,"2,4","23,1"
2012,14728,12386,37921,33054,"2,6","27,7"
2013,14498,12329,36524,32542,"2,5","25,5"
2014,16147,13500,38567,33842,"2,4","27,6"
2015,16844,14123,38600,33706,"2,3","28,1"
2016,16441,13704,40514,34717,"2,5","26,9"
2017,16665,13617,40341,33863,"2,4","27,0"
2018,19336,15794,43600,37068,"2,3","27,3"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-7,2","-5,7","-6,2","-6,5","1,2","-11,7"
2010,"4,6","4,4","2,4","4,1","-2,1","3,2"
2011,"16,7","23,2","6,4","7,6","-8,8","0,5"
2012,"12,9","12,4","20,3","20,6","6,6","19,9"
2013,"-1,6","-0,5","-3,7","-1,5","-2,2","-8,1"
2014,"11,4","9,5","5,6","4,0","-5,2","8,3"
2015,"4,3","4,6","0,1","-0,4","-4,1","1,8"
2016,"-2,4","-3,0","5,0","3,0","7,5","-4,1"
2017,"1,4","-0,6","-0,4","-2,5","-1,8","0,2"
2018,"16,0","16,0","8,1","9,5","-6,9","1,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"104,6","104,4","102,4","104,1","97,9","103,2"
2011,"122,1","128,6","109,0","112,0","89,2","103,7"
2012,"137,9","144,5","131,2","135,2","95,2","124,4"
2013,"135,7","143,8","126,3","133,1","93,1","114,3"
2014,"151,1","157,5","133,4","138,4","88,3","123,8"
2015,"157,7","164,8","133,5","137,8","84,7","125,9"
2016,"153,9","159,9","140,1","142,0","91,1","120,8"
2017,"156,0","158,9","139,5","138,5","89,5","121,0"
2018,"181,0","184,3","150,8","151,6","83,3","122,1"
255     Holzminden               ,,,,,,
 ,,,,,,
2009,1738,1660,4071,3888,"2,3","5,0"
2010,1697,1645,3687,3543,"2,2","4,6"
2011,1931,1874,3821,3690,"2,0","4,0"
2012,1619,1575,3189,3102,"2,0","3,4"
2013,1759,1673,3532,3283,"2,0","4,1"
2014,2252,2125,4461,4213,"2,0","5,2"
2015,1924,1803,3983,3742,"2,1","4,9"
2016,2362,2225,5459,5068,"2,3","7,0"
2017,3154,2952,6913,6378,"2,2","7,7"
2018,2685,2550,5699,5303,"2,1","6,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-15,7","-17,2","-11,0","-12,8","5,6","-19,7"
2010,"-2,4","-0,9","-9,4","-8,9","-7,2","-8,2"
2011,"13,8","13,9","3,6","4,1","-8,9","-12,4"
2012,"-16,2","-16,0","-16,5","-15,9","-0,5","-14,8"
2013,"8,6","6,2","10,8","5,8","1,9","18,7"
2014,"28,0","27,0","26,3","28,3","-1,3","26,9"
2015,"-14,6","-15,2","-10,7","-11,2","4,5","-5,0"
2016,"22,8","23,4","37,1","35,4","11,6","42,6"
2017,"33,5","32,7","26,6","25,8","-5,2","9,9"
2018,"-14,9","-13,6","-17,6","-16,9","-3,2","-12,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"97,6","99,1","90,6","91,1","92,8","91,8"
2011,"111,1","112,9","93,9","94,9","84,5","80,4"
2012,"93,2","94,9","78,3","79,8","84,1","68,5"
2013,"101,2","100,8","86,8","84,4","85,7","81,3"
2014,"129,6","128,0","109,6","108,4","84,6","103,2"
2015,"110,7","108,6","97,8","96,2","88,4","98,0"
2016,"135,9","134,0","134,1","130,3","98,7","139,8"
2017,"181,5","177,8","169,8","164,0","93,6","153,7"
2018,"154,5","153,6","140,0","136,4","90,6","135,3"
256     Nienburg (Weser)         ,,,,,,
 ,,,,,,
2009,4072,3953,6498,6206,"1,6","13,8"
2010,4302,4136,7674,7415,"1,8","17,0"
2011,4762,4596,9851,9517,"2,1","18,8"
2012,5720,5448,12110,11343,"2,1","19,9"
2013,6254,6000,14315,13771,"2,3","22,8"
2014,6626,6293,14300,13313,"2,2","23,0"
2015,5677,5445,13245,12548,"2,3","21,6"
2016,6257,6008,13033,12311,"2,1","22,7"
2017,5660,5431,12806,12221,"2,3","19,5"
2018,6229,5957,15009,14369,"2,4","22,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"2,8","3,1","-4,1","-3,8","-6,7","-12,2"
2010,"5,6","4,6","18,1","19,5","11,8","22,9"
2011,"10,7","11,1","28,4","28,3","16,0","10,8"
2012,"20,1","18,5","22,9","19,2","2,3","6,2"
2013,"9,3","10,1","18,2","21,4","8,1","14,4"
2014,"5,9","4,9","-0,1","-3,3","-5,7","1,1"
2015,"-14,3","-13,5","-7,4","-5,7","8,1","-6,1"
2016,"10,2","10,3","-1,6","-1,9","-10,7","4,9"
2017,"-9,5","-9,6","-1,7","-0,7","8,6","-14,1"
2018,"10,1","9,7","17,2","17,6","6,5","15,4"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"105,6","104,6","118,1","119,5","111,8","122,9"
2011,"116,9","116,3","151,6","153,4","129,6","136,2"
2012,"140,5","137,8","186,4","182,8","132,7","144,6"
2013,"153,6","151,8","220,3","221,9","143,4","165,3"
2014,"162,7","159,2","220,1","214,5","135,2","167,1"
2015,"139,4","137,7","203,8","202,2","146,2","156,9"
2016,"153,7","152,0","200,6","198,4","130,5","164,6"
2017,"139,0","137,4","197,1","196,9","141,8","141,3"
2018,"153,0","150,7","231,0","231,5","151,0","163,0"
257     Schaumburg               ,,,,,,
 ,,,,,,
2009,8225,7422,41417,39591,"5,0","24,0"
2010,8356,7589,39360,37689,"4,7","22,6"
2011,9076,8285,39853,37999,"4,4","22,1"
2012,10208,9220,44603,42477,"4,4","23,8"
2013,10148,9133,43740,41430,"4,3","24,8"
2014,10695,9647,47123,44523,"4,4","24,7"
2015,10426,9465,45744,43921,"4,4","21,6"
2016,9784,8874,46348,44635,"4,7","25,9"
2017,10383,9575,48350,46427,"4,7","26,8"
2018,10693,9846,47706,45842,"4,5","27,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-7,3","-8,4","0,4","-0,1","8,3","1,9"
2010,"1,6","2,3","-5,0","-4,8","-6,5","-6,2"
2011,"8,6","9,2","1,3","0,8","-6,8","-1,9"
2012,"12,5","11,3","11,9","11,8","-0,5","7,3"
2013,"-0,6","-0,9","-1,9","-2,5","-1,4","4,2"
2014,"5,4","5,6","7,7","7,5","2,2","-0,3"
2015,"-2,5","-1,9","-2,9","-1,4","-0,4","-12,5"
2016,"-6,2","-6,2","1,3","1,6","8,0","20,1"
2017,"6,1","7,9","4,3","4,0","-1,7","3,3"
2018,"3,0","2,8","-1,3","-1,3","-4,2","0,6"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"101,6","102,3","95,0","95,2","93,5","93,8"
2011,"110,3","111,6","96,2","96,0","87,2","92,1"
2012,"124,1","124,2","107,7","107,3","86,8","98,8"
2013,"123,4","123,1","105,6","104,6","85,6","102,9"
2014,"130,0","130,0","113,8","112,5","87,5","102,6"
2015,"126,8","127,5","110,4","110,9","87,1","89,8"
2016,"119,0","119,6","111,9","112,7","94,1","107,8"
2017,"126,2","129,0","116,7","117,3","92,5","111,4"
2018,"130,0","132,7","115,2","115,8","88,6","112,1"
3       Lüneburg                 ,,,,,,
 ,,,,,,
2009,116574,109873,347864,331582,"3,0","15,4"
2010,109611,103093,343921,329220,"3,1","15,1"
2011,115183,107925,339421,321237,"2,9","14,3"
2012,117964,109922,351000,332031,"3,0","14,8"
2013,114240,106363,333733,314927,"2,9","14,5"
2014,116822,109672,340854,323264,"2,9","15,5"
2015,119312,111717,357773,340663,"3,0","16,2"
2016,125915,117996,382909,362897,"3,0","17,4"
2017,133584,125890,384006,364622,"2,9","17,3"
2018,137899,128717,387817,363910,"2,8","17,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-2,0","-1,2","-2,9","-2,6","-0,9","-8,2"
2010,"-6,0","-6,2","-1,1","-0,7","5,1","-1,7"
2011,"5,1","4,7","-1,3","-2,4","-6,1","-5,3"
2012,"2,4","1,9","3,4","3,4","1,0","3,3"
2013,"-3,2","-3,2","-4,9","-5,2","-1,8","-1,9"
2014,"2,3","3,1","2,1","2,6","-0,1","7,0"
2015,"2,1","1,9","5,0","5,4","2,8","4,8"
2016,"5,5","5,6","7,0","6,5","1,4","7,1"
2017,"6,1","6,7","0,3","0,5","-5,5","-0,6"
2018,"3,2","2,2","1,0","-0,2","-2,2","-1,7"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"94,0","93,8","98,9","99,3","105,1","98,3"
2011,"98,8","98,2","97,6","96,9","98,8","93,1"
2012,"101,2","100,0","100,9","100,1","99,7","96,2"
2013,"98,0","96,8","95,9","95,0","97,9","94,3"
2014,"100,2","99,8","98,0","97,5","97,8","100,9"
2015,"102,3","101,7","102,8","102,7","100,5","105,8"
2016,"108,0","107,4","110,1","109,4","101,9","113,3"
2017,"114,6","114,6","110,4","110,0","96,3","112,6"
2018,"118,3","117,2","111,5","109,7","94,2","110,7"
351     Celle                    ,,,,,,
 ,,,,,,
2009,10134,8663,22419,18857,"2,2","10,2"
2010,9917,8262,22595,18542,"2,3","10,5"
2011,10946,9228,24061,20719,"2,2","12,6"
2012,10731,9080,22005,18517,"2,1","10,6"
2013,10438,8765,21987,18497,"2,1","10,6"
2014,10431,9296,22078,19700,"2,1","10,4"
2015,10669,9270,23264,20589,"2,2","11,2"
2016,10274,8933,23211,20346,"2,3","11,6"
2017,11538,10141,27167,23122,"2,4","13,6"
2018,13304,11735,32188,28338,"2,4","15,3"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-7,8","-7,4","-13,8","-12,8","-6,5","-30,2"
2010,"-2,1","-4,6","0,8","-1,7","3,0","2,5"
2011,"10,4","11,7","6,5","11,7","-3,5","20,2"
2012,"-2,0","-1,6","-8,5","-10,6","-6,7","-15,7"
2013,"-2,7","-3,5","-0,1","-0,1","2,7","-0,1"
2014,"-0,1","6,1","0,4","6,5","0,5","-1,6"
2015,"2,3","-0,3","5,4","4,5","3,0","7,7"
2016,"-3,7","-3,6","-0,2","-1,2","3,6","3,1"
2017,"12,3","13,5","17,0","13,6","4,2","17,2"
2018,"15,3","15,7","18,5","22,6","2,8","12,6"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"97,9","95,4","100,8","98,3","103,0","102,5"
2011,"108,0","106,5","107,3","109,9","99,4","123,2"
2012,"105,9","104,8","98,2","98,2","92,7","103,9"
2013,"103,0","101,2","98,1","98,1","95,2","103,8"
2014,"102,9","107,3","98,5","104,5","95,7","102,2"
2015,"105,3","107,0","103,8","109,2","98,6","110,0"
2016,"101,4","103,1","103,5","107,9","102,1","113,5"
2017,"113,9","117,1","121,2","122,6","106,4","133,0"
2018,"131,3","135,5","143,6","150,3","109,4","149,8"
352     Cuxhaven                 ,,,,,,
 ,,,,,,
2009,15291,14845,64986,63803,"4,2","11,6"
2010,15630,15085,66208,65077,"4,2","12,4"
2011,15733,15268,61891,60800,"3,9","11,1"
2012,15577,15212,58188,57021,"3,7","9,8"
2013,15031,14510,53697,52518,"3,6","9,6"
2014,17903,17251,67642,66016,"3,8","13,1"
2015,17755,17246,68698,67544,"3,9","13,6"
2016,19012,18471,77548,76237,"4,1","15,1"
2017,21388,20740,75326,73367,"3,5","14,4"
2018,21613,20519,74670,71670,"3,5","14,1"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-2,0","-2,1","-6,5","-6,4","-4,6","-15,8"
2010,"2,2","1,6","1,9","2,0","-0,3","6,8"
2011,"0,7","1,2","-6,5","-6,6","-7,1","-10,1"
2012,"-1,0","-0,4","-6,0","-6,2","-5,0","-11,6"
2013,"-3,5","-4,6","-7,7","-7,9","-4,4","-2,0"
2014,"19,1","18,9","26,0","25,7","5,8","36,0"
2015,"-0,8",-,"1,6","2,3","2,4","3,6"
2016,"7,1","7,1","12,9","12,9","5,4","10,9"
2017,"12,5","12,3","-2,9","-3,8","-13,7","-4,4"
2018,"1,1","-1,1","-0,9","-2,3","-1,9","-2,1"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"102,2","101,6","101,9","102,0","99,7","106,8"
2011,"102,9","102,8","95,2","95,3","92,6","96,0"
2012,"101,9","102,5","89,5","89,4","87,9","84,8"
2013,"98,3","97,7","82,6","82,3","84,1","83,1"
2014,"117,1","116,2","104,1","103,5","88,9","113,1"
2015,"116,1","116,2","105,7","105,9","91,0","117,2"
2016,"124,3","124,4","119,3","119,5","96,0","130,0"
2017,"139,9","139,7","115,9","115,0","82,9","124,3"
2018,"141,3","138,2","114,9","112,3","81,3","121,6"
353     Harburg                  ,,,,,,
 ,,,,,,
2009,11945,11394,24258,23214,"2,0","15,9"
2010,10972,10493,26124,25196,"2,4","13,1"
2011,12257,11703,29537,28024,"2,4","14,5"
2012,12242,11732,28601,27236,"2,3","16,9"
2013,12038,11294,28600,27286,"2,4","18,4"
2014,11934,11134,28012,26293,"2,3","17,1"
2015,11763,10984,27129,25557,"2,3","16,6"
2016,11716,10975,27119,25901,"2,3","16,3"
2017,13299,12583,28546,27246,"2,1","18,6"
2018,12802,11846,30809,28327,"2,4","19,4"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"3,3","3,8","-1,1","-1,5","-4,2","-12,3"
2010,"-8,1","-7,9","7,7","8,5","17,2","-17,3"
2011,"11,7","11,5","13,1","11,2","1,2","10,0"
2012,"-0,1","0,2","-3,2","-2,8","-3,1","16,6"
2013,"-1,7","-3,7",-,"0,2","1,7","8,9"
2014,"-0,9","-1,4","-2,1","-3,6","-1,2","-7,0"
2015,"-1,4","-1,3","-3,2","-2,8","-1,7","-2,8"
2016,"-0,4","-0,1",-,"1,3","0,4","-1,9"
2017,"13,5","14,7","5,3","5,2","-7,3","14,4"
2018,"-3,7","-5,9","7,9","4,0","12,1","4,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"91,9","92,1","107,7","108,5","117,2","82,7"
2011,"102,6","102,7","121,8","120,7","118,7","91,0"
2012,"102,5","103,0","117,9","117,3","115,0","106,1"
2013,"100,8","99,1","117,9","117,5","117,0","115,6"
2014,"99,9","97,7","115,5","113,3","115,6","107,5"
2015,"98,5","96,4","111,8","110,1","113,6","104,5"
2016,"98,1","96,3","111,8","111,6","114,0","102,5"
2017,"111,3","110,4","117,7","117,4","105,7","117,2"
2018,"107,2","104,0","127,0","122,0","118,5","122,0"
354     Lüchow-Dannenberg        ,,,,,,
 ,,,,,,
2009,2748,2698,7642,7566,"2,8","7,7"
2010,2226,2155,5991,5832,"2,7","5,9"
2011,2763,2669,6924,6552,"2,5","5,8"
2012,2989,2944,7861,7720,"2,6","8,3"
2013,2794,2746,8093,7990,"2,9","7,1"
2014,2949,2913,7823,7760,"2,7","7,4"
2015,2861,2797,8103,7968,"2,8","9,1"
2016,3394,3225,9479,8987,"2,8","10,8"
2017,2892,2824,7572,7414,"2,6","9,1"
2018,2810,2683,7213,6898,"2,6","7,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-6,5","-5,7","1,9","3,4","8,9","18,5"
2010,"-19,0","-20,1","-21,6","-22,9","-3,2","-22,7"
2011,"24,1","23,9","15,6","12,3","-6,9","-1,4"
2012,"8,2","10,3","13,5","17,8","4,9","41,4"
2013,"-6,5","-6,7","3,0","3,5","10,1","-13,4"
2014,"5,5","6,1","-3,3","-2,9","-8,4","4,2"
2015,"-3,0","-4,0","3,6","2,7","6,8","22,6"
2016,"18,6","15,3","17,0","12,8","-1,4","18,5"
2017,"-14,8","-12,4","-20,1","-17,5","-6,3","-15,5"
2018,"-2,8","-5,0","-4,7","-7,0","-2,0","-16,5"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"81,0","79,9","78,4","77,1","96,8","77,3"
2011,"100,5","98,9","90,6","86,6","90,1","76,2"
2012,"108,8","109,1","102,9","102,0","94,6","107,8"
2013,"101,7","101,8","105,9","105,6","104,2","93,4"
2014,"107,3","108,0","102,4","102,6","95,4","97,3"
2015,"104,1","103,7","106,0","105,3","101,8","119,3"
2016,"123,5","119,5","124,0","118,8","100,4","141,3"
2017,"105,2","104,7","99,1","98,0","94,2","119,4"
2018,"102,3","99,4","94,4","91,2","92,3","99,7"
355     Lüneburg                 ,,,,,,
 ,,,,,,
2009,9882,9243,21671,20189,"2,2","15,0"
2010,9101,8583,19446,18516,"2,1","13,2"
2011,10452,9815,21989,20630,"2,1","14,1"
2012,11154,10276,25305,23550,"2,3","15,3"
2013,11125,10557,21776,20684,"2,0","14,1"
2014,11019,10394,22951,21443,"2,1","14,2"
2015,11487,10950,24879,23797,"2,2","14,8"
2016,11473,10837,23166,21958,"2,0","14,8"
2017,12521,11919,26495,25091,"2,1","17,5"
2018,11474,10910,23236,21851,"2,0","15,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"5,7","6,7","6,4","5,9","0,7","2,0"
2010,"-7,9","-7,1","-10,3","-8,3","-2,6","-12,2"
2011,"14,8","14,4","13,1","11,4","-1,5","6,9"
2012,"6,7","4,7","15,1","14,2","7,8","8,7"
2013,"-0,3","2,7","-13,9","-12,2","-13,7","-8,1"
2014,"-1,0","-1,5","5,4","3,7","6,4","0,5"
2015,"4,2","5,3","8,4","11,0","4,0","4,7"
2016,"-0,1","-1,0","-6,9","-7,7","-6,8",-
2017,"9,1","10,0","14,4","14,3","4,8","17,9"
2018,"-8,4","-8,5","-12,3","-12,9","-4,3","-9,5"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"92,1","92,9","89,7","91,7","97,4","87,8"
2011,"105,8","106,2","101,5","102,2","95,9","93,8"
2012,"112,9","111,2","116,8","116,6","103,5","102,0"
2013,"112,6","114,2","100,5","102,5","89,3","93,7"
2014,"111,5","112,5","105,9","106,2","95,0","94,2"
2015,"116,2","118,5","114,8","117,9","98,8","98,6"
2016,"116,1","117,2","106,9","108,8","92,1","98,6"
2017,"126,7","129,0","122,3","124,3","96,5","116,2"
2018,"116,1","118,0","107,2","108,2","92,3","105,2"
356     Osterholz                ,,,,,,
 ,,,,,,
2009,2728,2568,5781,5465,"2,1","14,1"
2010,2234,2159,6189,6064,"2,8","14,6"
2011,2570,2437,7042,6500,"2,7","16,9"
2012,3142,2919,8525,7955,"2,7","19,3"
2013,3069,2956,8625,7652,"2,8","18,6"
2014,2875,2780,6882,6360,"2,4","15,0"
2015,2946,2788,9385,8277,"3,2","21,9"
2016,2825,2734,7548,6887,"2,7","17,3"
2017,2906,2811,6938,6322,"2,4","15,9"
2018,3147,3056,7145,6894,"2,3","15,9"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-29,2","-28,6","-21,0","-19,2","11,5","-33,4"
2010,"-18,1","-15,9","7,1","11,0","30,7","3,5"
2011,"15,0","12,9","13,8","7,2","-1,1","16,2"
2012,"22,3","19,8","21,1","22,4","-1,0","13,9"
2013,"-2,3","1,3","1,2","-3,8","3,6","-3,4"
2014,"-6,3","-6,0","-20,2","-16,9","-14,8","-19,5"
2015,"2,5","0,3","36,4","30,1","33,1","46,1"
2016,"-4,1","-1,9","-19,6","-16,8","-16,1","-21,2"
2017,"2,9","2,8","-8,1","-8,2","-10,6","-7,8"
2018,"8,3","8,7","3,0","9,0","-4,9",-
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"81,9","84,1","107,1","111,0","130,7","103,5"
2011,"94,2","94,9","121,8","118,9","129,3","120,3"
2012,"115,2","113,7","147,5","145,6","128,0","137,0"
2013,"112,5","115,1","149,2","140,0","132,6","132,3"
2014,"105,4","108,3","119,0","116,4","113,0","106,5"
2015,"108,0","108,6","162,3","151,5","150,3","155,5"
2016,"103,6","106,5","130,6","126,0","126,1","122,5"
2017,"106,5","109,5","120,0","115,7","112,7","113,0"
2018,"115,4","119,0","123,6","126,1","107,1","113,0"
357     Rotenburg (Wümme)        ,,,,,,
 ,,,,,,
2009,9866,9390,18820,18196,"1,9","12,2"
2010,10118,9597,19759,18936,"2,0","12,2"
2011,10227,9562,19795,18837,"1,9","12,3"
2012,10986,10295,20775,19635,"1,9","13,5"
2013,10390,9857,20951,19626,"2,0","13,5"
2014,10298,9791,19124,18296,"1,9","13,2"
2015,11126,10561,27732,26381,"2,5","17,9"
2016,10217,9645,25755,24637,"2,5","15,0"
2017,10555,10042,25036,24261,"2,4","14,9"
2018,10503,10035,26753,25969,"2,5","14,3"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-6,8","-3,8","-10,0","-6,9","-3,4","-9,4"
2010,"2,6","2,2","5,0","4,1","2,4","0,5"
2011,"1,1","-0,4","0,2","-0,5","-0,9","0,6"
2012,"7,4","7,7","5,0","4,2","-2,3","9,8"
2013,"-5,4","-4,3","0,8",-,"6,6","0,2"
2014,"-0,9","-0,7","-8,7","-6,8","-7,9","-2,4"
2015,"8,0","7,9","45,0","44,2","34,2","35,7"
2016,"-8,2","-8,7","-7,1","-6,6","1,1","-16,3"
2017,"3,3","4,1","-2,8","-1,5","-5,9","-0,7"
