© Landesamt fü,,,,,,
"r Statistik Niedersachsen, 2018.",,,,,,
"Vervielfältigung und Verbreitung, auch auszugsweise, mit Quellenangabe gestattet.",,,,,,
,,,,,,
LSN-Online: Tabelle Z7360122,,,,,,
,,,,,,
Monatserhebung im Tourismus in Niedersachsen (Gebietsstand: 01.07.2017),,,,,,
- Geöffnete Beherbergungsbetriebe mit mindestens 10 Betten und geöffnete Campinglätze mit mindestens 10 Stellplätzen -,,,,,,
 ,,,,,,
Zeitraum: Juni*,,,,,,
,,,,,,
"Niedersachsen
Statistische Region*
Kreis*
Gemeinde*
------
Jahr",Ankünfte,,Übernachtungen,,durchschnittl.,
2010,97645,80897,164670,135604,"1,7","41,4"
2011,101350,81337,174762,135473,"1,7","42,2"
2012,109490,91686,178144,146315,"1,6","44,0"
2013,114696,97172,184278,152416,"1,6","46,2"
2014,107948,89464,172890,140316,"1,6","43,4"
2015,122936,97402,212505,160587,"1,7","52,7"
2016,121111,99798,207442,167152,"1,7","52,6"
2017,131100,111110,207768,173411,"1,6","49,7"
2018,121035,99158,201925,160690,"1,7","47,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"1,5","3,2","-0,1","2,9","-1,5","-3,5"
2010,"12,2","9,4","12,7","12,5","0,4","17,3"
2011,"3,8","0,5","6,1","-0,1","2,2","2,0"
2012,"8,0","12,7","1,9","8,0","-5,6","4,2"
2013,"4,8","6,0","3,4","4,2","-1,3","5,0"
2014,"-5,9","-7,9","-6,2","-7,9","-0,3","-6,0"
2015,"13,9","8,9","22,9","14,4","7,9","21,5"
2016,"-1,5","2,5","-2,4","4,1","-0,9","-0,2"
2017,"8,2","11,3","0,2","3,7","-7,5","-5,6"
2018,"-7,7","-10,8","-2,8","-7,3","5,3","-4,2"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"112,2","109,4","112,7","112,5","100,4","117,3"
2011,"116,5","110,0","119,6","112,4","102,7","119,7"
2012,"125,9","124,0","121,9","121,4","96,9","124,7"
2013,"131,9","131,4","126,1","126,5","95,7","131,0"
2014,"124,1","121,0","118,3","116,4","95,4","123,1"
2015,"141,3","131,7","145,5","133,3","102,9","149,6"
2016,"139,2","134,9","142,0","138,7","102,0","149,3"
2017,"150,7","150,2","142,2","143,9","94,4","140,9"
2018,"139,1","134,1","138,2","133,3","99,3","135,0"
251     Diepholz                 ,,,,,,
 ,,,,,,
2009,11128,10247,19286,17888,"1,7","18,1"
2010,13216,12191,25139,23510,"1,9","21,0"
2011,12777,11467,24345,21762,"1,9","20,7"
2012,13304,11867,26019,23334,"2,0","21,1"
2013,12220,10532,24601,20633,"2,0","18,9"
2014,13118,11401,25774,22516,"2,0","20,1"
2015,13546,11849,26152,22816,"1,9","20,5"
2016,14533,12678,29341,25216,"2,0","20,1"
2017,15052,13273,29793,26263,"2,0","24,7"
2018,15073,12927,29094,25410,"1,9","24,1"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"6,6","10,5","7,3","12,3","0,6","-7,7"
2010,"18,8","19,0","30,3","31,4","9,8","15,7"
2011,"-3,3","-5,9","-3,2","-7,4","0,2","-1,1"
2012,"4,1","3,5","6,9","7,2","2,6","1,6"
2013,"-8,1","-11,2","-5,4","-11,6","2,9","-10,3"
2014,"7,3","8,3","4,8","9,1","-2,4","6,4"
2015,"3,3","3,9","1,5","1,3","-1,7","2,0"
2016,"7,3","7,0","12,2","10,5","4,6","-1,8"
2017,"3,6","4,7","1,5","4,2","-2,0","22,8"
2018,"0,1","-2,6","-2,3","-3,2","-2,5","-2,6"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"118,8","119,0","130,3","131,4","109,8","115,7"
2011,"114,8","111,9","126,2","121,7","109,9","114,4"
2012,"119,6","115,8","134,9","130,4","112,8","116,2"
2013,"109,8","102,8","127,6","115,3","116,2","104,2"
2014,"117,9","111,3","133,6","125,9","113,4","110,9"
2015,"121,7","115,6","135,6","127,5","111,4","113,2"
2016,"130,6","123,7","152,1","141,0","116,5","111,2"
2017,"135,3","129,5","154,5","146,8","114,2","136,5"
2018,"135,5","126,2","150,9","142,1","111,4","133,0"
252     Hameln-Pyrmont           ,,,,,,
 ,,,,,,
2009,27215,25249,116499,111031,"4,3","35,6"
2010,29836,27591,115831,110863,"3,9","36,0"
2011,29251,26681,118934,112141,"4,1","36,8"
2012,27267,24868,115349,109753,"4,2","35,1"
2013,26813,23836,112786,106121,"4,2","30,9"
2014,27623,24557,113347,106459,"4,1","32,5"
2015,28984,26238,109817,103693,"3,8","33,0"
2016,29299,26636,107853,101527,"3,7","32,7"
2017,30957,27604,109090,101861,"3,5","33,7"
2018,30403,27275,107672,100570,"3,5","33,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"7,0","6,9","1,8","0,7","-4,8","-0,6"
2010,"9,6","9,3","-0,6","-0,2","-9,3","1,3"
2011,"-2,0","-3,3","2,7","1,2","4,7","2,1"
2012,"-6,8","-6,8","-3,0","-2,1","4,0","-4,6"
2013,"-1,7","-4,1","-2,2","-3,3","-0,6","-11,8"
2014,"3,0","3,0","0,5","0,3","-2,4","5,2"
2015,"4,9","6,8","-3,1","-2,6","-7,7","1,3"
2016,"1,1","1,5","-1,8","-2,1","-2,8","-0,7"
2017,"5,7","3,6","1,1","0,3","-4,3","2,9"
2018,"-1,8","-1,2","-1,3","-1,3","0,5","-0,7"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"109,6","109,3","99,4","99,8","90,7","101,3"
2011,"107,5","105,7","102,1","101,0","95,0","103,4"
2012,"100,2","98,5","99,0","98,8","98,8","98,6"
2013,"98,5","94,4","96,8","95,6","98,3","87,0"
2014,"101,5","97,3","97,3","95,9","95,9","91,5"
2015,"106,5","103,9","94,3","93,4","88,5","92,7"
2016,"107,7","105,5","92,6","91,4","86,0","92,0"
2017,"113,7","109,3","93,6","91,7","82,3","94,7"
2018,"111,7","108,0","92,4","90,6","82,7","94,1"
254     Hildesheim               ,,,,,,
 ,,,,,,
2009,17622,14267,39066,33745,"2,2","27,8"
2010,19468,15928,43470,38265,"2,2","31,6"
2011,21819,17760,49408,41074,"2,3","32,8"
2012,20531,17109,47261,41673,"2,3","32,0"
2013,21799,17902,48262,41836,"2,2","31,3"
2014,20377,16731,46573,40280,"2,3","31,4"
2015,27989,22672,62609,52059,"2,2","39,3"
2016,23536,19437,53822,45282,"2,3","36,0"
2017,24526,20348,56098,47252,"2,3","35,2"
2018,26989,22473,58177,50158,"2,2","33,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"8,1","11,7","3,1","5,4","-4,6","-1,8"
2010,"10,5","11,6","11,3","13,4","0,7","14,0"
2011,"12,1","11,5","13,7","7,3","1,4","3,5"
2012,"-5,9","-3,7","-4,3","1,5","1,7","-2,5"
2013,"6,2","4,6","2,1","0,4","-3,8","-2,1"
2014,"-6,5","-6,5","-3,5","-3,7","3,2","0,4"
2015,"37,4","35,5","34,4","29,2","-2,1","25,1"
2016,"-15,9","-14,3","-14,0","-13,0","2,2","-8,5"
2017,"4,2","4,7","4,2","4,4",-,"-2,2"
2018,"10,0","10,4","3,7","6,2","-5,8","-6,2"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"110,5","111,6","111,3","113,4","100,7","114,0"
2011,"123,8","124,5","126,5","121,7","102,1","118,0"
2012,"116,5","119,9","121,0","123,5","103,8","115,1"
2013,"123,7","125,5","123,5","124,0","99,9","112,7"
2014,"115,6","117,3","119,2","119,4","103,1","113,1"
2015,"158,8","158,9","160,3","154,3","100,9","141,5"
2016,"133,6","136,2","137,8","134,2","103,2","129,5"
2017,"139,2","142,6","143,6","140,0","103,2","126,6"
2018,"153,2","157,5","148,9","148,6","97,2","118,8"
255     Holzminden               ,,,,,,
 ,,,,,,
2009,8022,7582,18057,16697,"2,3","19,9"
2010,10369,9761,19372,18180,"1,9","17,8"
2011,12507,11674,25421,23555,"2,0","22,9"
2012,10773,10109,20974,19162,"1,9","16,0"
2013,9911,8793,18833,16269,"1,9","15,4"
2014,13422,11491,29503,23781,"2,2","24,0"
2015,12475,10859,25911,20996,"2,1","22,0"
2016,14223,12585,32391,25825,"2,3","24,2"
2017,16339,14741,34986,30889,"2,1","26,6"
2018,12570,11104,30012,23495,"2,4","23,3"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-0,8","-1,0","1,6","-0,5","2,3","-2,0"
2010,"29,3","28,7","7,3","8,9","-17,0","-10,9"
2011,"20,6","19,6","31,2","29,6","8,8","29,1"
2012,"-13,9","-13,4","-17,5","-18,6","-4,2","-30,3"
2013,"-8,0","-13,0","-10,2","-15,1","-2,4","-3,8"
2014,"35,4","30,7","56,7","46,2","15,7","56,0"
2015,"-7,1","-5,5","-12,2","-11,7","-5,5","-8,4"
2016,"14,0","15,9","25,0","23,0","9,6","10,3"
2017,"14,9","17,1","8,0","19,6","-6,0","9,9"
2018,"-23,1","-24,7","-14,2","-23,9","11,5","-12,6"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"129,3","128,7","107,3","108,9","83,0","89,1"
2011,"155,9","154,0","140,8","141,1","90,3","115,1"
2012,"134,3","133,3","116,2","114,8","86,5","80,2"
2013,"123,5","116,0","104,3","97,4","84,4","77,1"
2014,"167,3","151,6","163,4","142,4","97,7","120,2"
2015,"155,5","143,2","143,5","125,7","92,3","110,1"
2016,"177,3","166,0","179,4","154,7","101,2","121,5"
2017,"203,7","194,4","193,8","185,0","95,1","133,5"
2018,"156,7","146,5","166,2","140,7","106,1","116,7"
256     Nienburg (Weser)         ,,,,,,
 ,,,,,,
2009,7652,7339,12570,12097,"1,6","19,5"
2010,7762,7339,13601,12972,"1,8","21,7"
2011,8796,8318,16313,15404,"1,9","20,3"
2012,10802,10351,19643,18509,"1,8","24,3"
2013,10862,10282,20792,19258,"1,9","25,0"
2014,11412,10632,21923,19738,"1,9","26,4"
2015,10674,9976,20673,19019,"1,9","24,5"
2016,11626,11004,23891,22353,"2,1","25,9"
2017,12278,11334,24590,22225,"2,0","26,7"
2018,13497,12556,26356,24329,"2,0","27,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"1,4","0,5","3,4","2,7","2,0","-2,0"
2010,"1,4",-,"8,2","7,2","6,7","11,2"
2011,"13,3","13,3","19,9","18,7","5,8","-6,4"
2012,"22,8","24,4","20,4","20,2","-1,9","19,4"
2013,"0,6","-0,7","5,8","4,0","5,3","3,0"
2014,"5,1","3,4","5,4","2,5","0,4","5,7"
2015,"-6,5","-6,2","-5,7","-3,6","0,8","-7,2"
2016,"8,9","10,3","15,6","17,5","6,1","5,9"
2017,"5,6","3,0","2,9","-0,6","-2,5","2,9"
2018,"9,9","10,8","7,2","9,5","-2,5","4,3"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"101,4","100,0","108,2","107,2","106,7","111,2"
2011,"115,0","113,3","129,8","127,3","112,9","104,1"
2012,"141,2","141,0","156,3","153,0","110,7","124,2"
2013,"141,9","140,1","165,4","159,2","116,5","128,0"
2014,"149,1","144,9","174,4","163,2","116,9","135,3"
2015,"139,5","135,9","164,5","157,2","117,9","125,5"
2016,"151,9","149,9","190,1","184,8","125,1","132,9"
2017,"160,5","154,4","195,6","183,7","121,9","136,7"
2018,"176,4","171,1","209,7","201,1","118,9","142,6"
257     Schaumburg               ,,,,,,
 ,,,,,,
2009,19417,18046,67506,64577,"3,5","38,0"
2010,18605,17397,65440,63220,"3,5","36,1"
2011,21479,19849,73118,69795,"3,4","38,5"
2012,20860,19387,73491,69245,"3,5","37,5"
2013,21116,19236,70773,66815,"3,4","37,7"
2014,21581,19906,76347,72535,"3,5","39,1"
2015,22937,21157,74317,70454,"3,2","33,2"
2016,19714,18422,67389,64605,"3,4","36,4"
2017,22696,21000,76886,73257,"3,4","41,3"
2018,22241,20589,76303,72957,"3,4","41,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"20,3","20,1","10,6","9,5","-8,1","8,5"
2010,"-4,2","-3,6","-3,1","-2,1","1,2","-5,1"
2011,"15,4","14,1","11,7","10,4","-3,2","6,9"
2012,"-2,9","-2,3","0,5","-0,8","3,5","-2,6"
2013,"1,2","-0,8","-3,7","-3,5","-4,9","0,5"
2014,"2,2","3,5","7,9","8,6","5,6","3,8"
2015,"6,3","6,3","-2,7","-2,9","-8,4","-15,0"
2016,"-14,1","-12,9","-9,3","-8,3","5,5","9,5"
2017,"15,1","14,0","14,1","13,4","-0,9","13,5"
2018,"-2,0","-2,0","-0,8","-0,4","1,3","-0,8"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"95,8","96,4","96,9","97,9","101,2","94,9"
2011,"110,6","110,0","108,3","108,1","97,9","101,5"
2012,"107,4","107,4","108,9","107,2","101,3","98,8"
2013,"108,8","106,6","104,8","103,5","96,4","99,2"
2014,"111,1","110,3","113,1","112,3","101,8","103,0"
2015,"118,1","117,2","110,1","109,1","93,2","87,5"
2016,"101,5","102,1","99,8","100,0","98,3","95,8"
2017,"116,9","116,4","113,9","113,4","97,4","108,7"
2018,"114,5","114,1","113,0","113,0","98,7","107,9"
3       Lüneburg                 ,,,,,,
 ,,,,,,
2009,290029,263980,898075,839319,"3,1","31,5"
2010,296797,269108,900595,839953,"3,0","30,7"
2011,335537,307325,1014601,951656,"3,0","34,6"
2012,305114,276848,914036,849999,"3,0","30,2"
2013,297651,269723,878765,815338,"3,0","29,9"
2014,331044,300210,981814,913658,"3,0","34,0"
2015,319532,288728,929438,857120,"2,9","32,3"
2016,318193,288576,929535,857523,"2,9","32,1"
2017,370771,338514,1087217,1014389,"2,9","37,4"
2018,362843,328611,1011835,934873,"2,8","34,2"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"5,0","5,7","5,1","5,7","0,1","3,0"
2010,"2,3","1,9","0,3","0,1","-2,0","-2,4"
2011,"13,1","14,2","12,7","13,3","-0,3","12,8"
2012,"-9,1","-9,9","-9,9","-10,7","-0,9","-12,8"
2013,"-2,4","-2,6","-3,9","-4,1","-1,4","-1,2"
2014,"11,2","11,3","11,7","12,1","0,5","13,9"
2015,"-3,5","-3,8","-5,3","-6,2","-1,9","-5,1"
2016,"-0,4","-0,1",-,-,"0,4","-0,5"
2017,"16,5","17,3","17,0","18,3","0,4","16,4"
2018,"-2,1","-2,9","-6,9","-7,8","-4,9","-8,4"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"102,3","101,9","100,3","100,1","98,0","97,6"
2011,"115,7","116,4","113,0","113,4","97,7","110,1"
2012,"105,2","104,9","101,8","101,3","96,7","96,0"
2013,"102,6","102,2","97,8","97,1","95,3","94,9"
2014,"114,1","113,7","109,3","108,9","95,8","108,1"
2015,"110,2","109,4","103,5","102,1","93,9","102,6"
2016,"109,7","109,3","103,5","102,2","94,3","102,1"
2017,"127,8","128,2","121,1","120,9","94,7","118,8"
2018,"125,1","124,5","112,7","111,4","90,1","108,8"
351     Celle                    ,,,,,,
 ,,,,,,
2009,24837,20650,60388,51234,"2,4","24,9"
2010,25292,20541,57424,47487,"2,3","23,5"
2011,28994,24208,69563,56687,"2,4","29,9"
2012,26514,20785,56494,43956,"2,1","24,2"
2013,26552,21515,59493,46662,"2,2","25,4"
2014,31020,25367,70000,56745,"2,3","29,6"
2015,27498,22373,63987,49876,"2,3","26,9"
2016,27466,22736,66771,52880,"2,4","27,8"
2017,33089,27825,83880,68618,"2,5","33,4"
2018,32109,27344,75348,60941,"2,3","29,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"4,7","6,0","14,9","20,1","9,8","16,4"
2010,"1,8","-0,5","-4,9","-7,3","-6,6","-5,6"
2011,"14,6","17,9","21,1","19,4","5,7","27,2"
2012,"-8,6","-14,1","-18,8","-22,5","-11,2","-18,9"
2013,"0,1","3,5","5,3","6,2","5,2","4,8"
2014,"16,8","17,9","17,7","21,6","0,7","16,5"
2015,"-11,4","-11,8","-8,6","-12,1","3,1","-9,1"
2016,"-0,1","1,6","4,4","6,0","4,5","3,4"
2017,"20,5","22,4","25,6","29,8","4,3","20,1"
2018,"-3,0","-1,7","-10,2","-11,2","-7,4","-10,8"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"101,8","99,5","95,1","92,7","93,4","94,4"
2011,"116,7","117,2","115,2","110,6","98,7","120,1"
2012,"106,8","100,7","93,6","85,8","87,6","97,4"
2013,"106,9","104,2","98,5","91,1","92,2","102,0"
2014,"124,9","122,8","115,9","110,8","92,8","118,8"
2015,"110,7","108,3","106,0","97,3","95,7","107,9"
2016,"110,6","110,1","110,6","103,2","100,0","111,6"
2017,"133,2","134,7","138,9","133,9","104,3","134,0"
2018,"129,3","132,4","124,8","118,9","96,5","119,6"
352     Cuxhaven                 ,,,,,,
 ,,,,,,
2009,59109,57613,267685,263375,"4,5","32,3"
2010,60252,58992,263397,260135,"4,4","31,7"
2011,71686,70256,304889,301083,"4,3","36,4"
2012,61405,59848,261877,257846,"4,3","29,4"
2013,57451,55655,243478,238843,"4,2","28,5"
2014,70889,68968,293904,289112,"4,1","35,6"
2015,65294,63213,271266,266818,"4,2","34,1"
2016,61926,59635,258142,251924,"4,2","33,2"
2017,73904,71656,309084,303526,"4,2","39,0"
2018,74070,71073,300101,292955,"4,1","37,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"0,3","0,3","1,3","1,3","1,0","0,2"
2010,"1,9","2,4","-1,6","-1,2","-3,5","-2,0"
2011,"19,0","19,1","15,8","15,7","-2,7","14,9"
2012,"-14,3","-14,8","-14,1","-14,4","0,3","-19,3"
2013,"-6,4","-7,0","-7,0","-7,4","-0,6","-3,0"
2014,"23,4","23,9","20,7","21,0","-2,2","25,0"
2015,"-7,9","-8,3","-7,7","-7,7","0,2","-4,3"
2016,"-5,2","-5,7","-4,8","-5,6","0,3","-2,7"
2017,"19,3","20,2","19,7","20,5","0,3","17,5"
2018,"0,2","-0,8","-2,9","-3,5","-3,1","-3,9"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"101,9","102,4","98,4","98,8","96,5","98,0"
2011,"121,3","121,9","113,9","114,3","93,9","112,6"
2012,"103,9","103,9","97,8","97,9","94,2","90,9"
2013,"97,2","96,6","91,0","90,7","93,6","88,2"
2014,"119,9","119,7","109,8","109,8","91,5","110,2"
2015,"110,5","109,7","101,3","101,3","91,7","105,5"
2016,"104,8","103,5","96,4","95,7","92,0","102,7"
2017,"125,0","124,4","115,5","115,2","92,4","120,7"
2018,"125,3","123,4","112,1","111,2","89,5","116,0"
353     Harburg                  ,,,,,,
 ,,,,,,
2009,25838,23082,58010,51503,"2,2","26,1"
2010,27924,24703,63308,57566,"2,3","27,8"
2011,31106,28303,69990,65089,"2,3","30,2"
2012,28500,25729,64920,59969,"2,3","28,3"
2013,28084,24724,65894,59595,"2,3","28,3"
2014,29687,25819,65542,58311,"2,2","26,6"
2015,31374,26913,66805,57967,"2,1","29,7"
2016,29707,25429,60927,53561,"2,1","27,9"
2017,34282,29916,72434,65004,"2,1","34,5"
2018,34397,29421,71042,62195,"2,1","33,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"5,2","4,9","16,8","13,8","11,1","5,4"
2010,"8,1","7,0","9,1","11,8","1,0","6,2"
2011,"11,4","14,6","10,6","13,1","-0,8","8,7"
2012,"-8,4","-9,1","-7,2","-7,9","1,2","-6,2"
2013,"-1,5","-3,9","1,5","-0,6","3,0",-
2014,"5,7","4,4","-0,5","-2,2","-5,9","-6,0"
2015,"5,7","4,2","1,9","-0,6","-3,6","11,8"
2016,"-5,3","-5,5","-8,8","-7,6","-3,7","-6,1"
2017,"15,4","17,6","18,9","21,4","3,0","23,6"
2018,"0,3","-1,7","-1,9","-4,3","-2,2","-4,2"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"108,1","107,0","109,1","111,8","101,0","106,2"
2011,"120,4","122,6","120,7","126,4","100,2","115,4"
2012,"110,3","111,5","111,9","116,4","101,5","108,2"
2013,"108,7","107,1","113,6","115,7","104,5","108,2"
2014,"114,9","111,9","113,0","113,2","98,3","101,7"
2015,"121,4","116,6","115,2","112,6","94,8","113,7"
2016,"115,0","110,2","105,0","104,0","91,3","106,7"
2017,"132,7","129,6","124,9","126,2","94,1","131,9"
2018,"133,1","127,5","122,5","120,8","92,0","126,3"
354     Lüchow-Dannenberg        ,,,,,,
 ,,,,,,
2009,10345,9771,29240,28063,"2,8","20,9"
2010,11285,10593,31732,29543,"2,8","22,6"
2011,13064,12618,34040,32984,"2,6","25,1"
2012,10296,9755,27814,26330,"2,7","21,2"
2013,7583,7203,20363,19171,"2,7","17,9"
2014,11961,11348,30367,29271,"2,5","24,4"
2015,10549,9982,27129,25729,"2,6","20,5"
2016,9940,9479,25113,24136,"2,5","19,9"
2017,11909,11454,31127,30000,"2,6","25,7"
2018,10580,10122,26443,25292,"2,5","21,7"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"1,0",-,"-0,1","0,8","-1,1","4,1"
2010,"9,1","8,4","8,5","5,3","-0,5","7,8"
2011,"15,8","19,1","7,3","11,6","-7,3","11,0"
2012,"-21,2","-22,7","-18,3","-20,2","3,7","-15,4"
2013,"-26,4","-26,2","-26,8","-27,2","-0,6","-15,8"
2014,"57,7","57,5","49,1","52,7","-5,5","36,8"
2015,"-11,8","-12,0","-10,7","-12,1","1,3","-16,1"
2016,"-5,8","-5,0","-7,4","-6,2","-1,8","-2,8"
2017,"19,8","20,8","23,9","24,3","3,5","29,1"
2018,"-11,2","-11,6","-15,0","-15,7","-4,4","-15,7"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"109,1","108,4","108,5","105,3","99,5","107,8"
2011,"126,3","129,1","116,4","117,5","92,2","119,6"
2012,"99,5","99,8","95,1","93,8","95,6","101,2"
2013,"73,3","73,7","69,6","68,3","95,0","85,2"
2014,"115,6","116,1","103,9","104,3","89,8","116,6"
2015,"102,0","102,2","92,8","91,7","91,0","97,8"
2016,"96,1","97,0","85,9","86,0","89,4","95,1"
2017,"115,1","117,2","106,5","106,9","92,5","122,8"
2018,"102,3","103,6","90,4","90,1","88,4","103,5"
355     Lüneburg                 ,,,,,,
 ,,,,,,
2009,24900,22361,53102,47509,"2,1","30,6"
2010,25800,22990,56015,50072,"2,2","32,3"
2011,28202,25633,62263,56459,"2,2","34,9"
2012,27085,24462,60205,53937,"2,2","30,5"
2013,27156,24920,64017,58959,"2,4","33,7"
2014,28502,25497,62640,55227,"2,2","33,2"
2015,29130,26196,63054,55394,"2,2","33,1"
2016,29666,26310,64503,55446,"2,2","32,6"
2017,30307,27286,66872,58677,"2,2","36,0"
2018,29030,26130,62918,54883,"2,2","33,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"10,7","13,9","8,2","9,8","-2,3",-
2010,"3,6","2,8","5,5","5,4","1,8","5,4"
2011,"9,3","11,5","11,2","12,8","1,7","8,1"
2012,"-4,0","-4,6","-3,3","-4,5","0,7","-12,6"
2013,"0,3","1,9","6,3","9,3","6,1","10,4"
2014,"5,0","2,3","-2,2","-6,3","-6,8","-1,3"
2015,"2,2","2,7","0,7","0,3","-1,5","-0,3"
2016,"1,8","0,4","2,3","0,1","0,4","-1,7"
2017,"2,2","3,7","3,7","5,8","1,5","10,5"
2018,"-4,2","-4,2","-5,9","-6,5","-1,8","-7,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"103,6","102,8","105,5","105,4","101,8","105,4"
2011,"113,3","114,6","117,3","118,8","103,5","114,0"
2012,"108,8","109,4","113,4","113,5","104,2","99,6"
2013,"109,1","111,4","120,6","124,1","110,5","110,0"
2014,"114,5","114,0","118,0","116,2","103,1","108,6"
2015,"117,0","117,2","118,7","116,6","101,5","108,2"
2016,"119,1","117,7","121,5","116,7","102,0","106,4"
2017,"121,7","122,0","125,9","123,5","103,5","117,6"
2018,"116,6","116,9","118,5","115,5","101,6","109,3"
356     Osterholz                ,,,,,,
 ,,,,,,
2009,5948,5652,12558,11767,"2,1","27,7"
2010,6130,5783,15281,14320,"2,5","32,2"
2011,6257,6054,14820,14051,"2,4","33,6"
2012,6578,6327,16616,15826,"2,5","34,7"
2013,5761,5513,13407,12668,"2,3","29,9"
2014,6341,6124,14545,13712,"2,3","32,8"
2015,6001,5769,13311,12077,"2,2","30,1"
2016,5946,5647,14700,13275,"2,5","34,2"
2017,6162,5862,14629,13523,"2,4","34,4"
2018,6635,6128,15321,13407,"2,3","32,1"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"3,8","5,6","4,9","7,0","1,1","-3,9"
2010,"3,1","2,3","21,7","21,7","18,1","16,1"
2011,"2,1","4,7","-3,0","-1,9","-5,0","4,3"
2012,"5,1","4,5","12,1","12,6","6,6","3,3"
2013,"-12,4","-12,9","-19,3","-20,0","-7,9","-13,8"
2014,"10,1","11,1","8,5","8,2","-1,4","9,7"
2015,"-5,4","-5,8","-8,5","-11,9","-3,3","-8,0"
2016,"-0,9","-2,1","10,4","9,9","11,5","13,6"
2017,"3,6","3,8","-0,5","1,9","-4,0","0,4"
2018,"7,7","4,5","4,7","-0,9","-2,7","-6,6"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"103,1","102,3","121,7","121,7","118,1","116,1"
2011,"105,2","107,1","118,0","119,4","112,2","121,1"
2012,"110,6","111,9","132,3","134,5","119,6","125,1"
2013,"96,9","97,5","106,8","107,7","110,2","107,8"
2014,"106,6","108,4","115,8","116,5","108,6","118,2"
2015,"100,9","102,1","106,0","102,6","105,1","108,7"
2016,"100,0","99,9","117,1","112,8","117,1","123,4"
2017,"103,6","103,7","116,5","114,9","112,4","124,0"
2018,"111,6","108,4","122,0","113,9","109,4","115,8"
357     Rotenburg (Wümme)        ,,,,,,
 ,,,,,,
2009,21744,19226,50541,47004,"2,3","27,9"
2010,21191,18555,49228,45406,"2,3","27,1"
2011,22411,18725,52563,47461,"2,3","30,1"
2012,21999,19723,51192,47995,"2,3","28,7"
2013,21164,19062,48150,45241,"2,3","27,3"
2014,22764,20408,49921,46592,"2,2","30,0"
2015,22267,20152,62245,58722,"2,8","33,5"
2016,21197,19340,55347,52269,"2,6","26,9"
2017,22679,20464,56916,53559,"2,5","27,4"
2018,23733,21064,57903,53927,"2,4","26,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"3,4","4,8","5,1","7,6","1,6","-2,8"
2010,"-2,5","-3,5","-2,6","-3,4","-0,1","-2,9"
2011,"5,8","0,9","6,8","4,5","1,0","11,3"
2012,"-1,8","5,3","-2,6","1,1","-0,8","-4,7"
2013,"-3,8","-3,4","-5,9","-5,7","-2,2","-4,8"
2014,"7,6","7,1","3,7","3,0","-3,6","9,7"
2015,"-2,2","-1,3","24,7","26,0","27,5","11,7"
2016,"-4,8","-4,0","-11,1","-11,0","-6,6","-19,7"
2017,"7,0","5,8","2,8","2,5","-3,9","2,0"
