© Landesamt fü,,,,,,
"r Statistik Niedersachsen, 2019.",,,,,,
"Vervielfältigung und Verbreitung, auch auszugsweise, mit Quellenangabe gestattet.",,,,,,
,,,,,,
LSN-Online: Tabelle Z7360122,,,,,,
,,,,,,
Monatserhebung im Tourismus in Niedersachsen (Gebietsstand: 01.07.2017),,,,,,
- Geöffnete Beherbergungsbetriebe mit mindestens 10 Betten und geöffnete Campinglätze mit mindestens 10 Stellplätzen -,,,,,,
 ,,,,,,
Zeitraum: Juli*,,,,,,
,,,,,,
"Niedersachsen
Statistische Region*
Kreis*
Gemeinde*
------
Jahr",Ankünfte,,Übernachtungen,,durchschnittl.,
2016,"-14,6","-18,8","-14,9","-18,4","-0,3","-14,8"
2017,"6,6","9,9","3,3","6,4","-3,1","0,3"
2018,"0,1",1,"1,2","0,3","1,2","-1,8"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"114,6","110,5","109,1","106,5","95,2","108,7"
2011,129,"127,4","127,1",128,"98,5","121,9"
2012,"141,6","141,8","132,5","133,5","93,6","129,8"
2013,"129,1","129,7","119,4","119,9","92,5","118,2"
2014,"142,3","141,2","131,1","128,9","92,1","130,5"
2015,"163,3",163,"148,7",148,"91,1","147,3"
2016,"139,4","132,4","126,6","120,8","90,8","125,5"
2017,"148,6","145,4","130,8","128,5",88,"125,8"
2018,"148,7","146,8","132,4","128,8","89,1","123,5"
251     Diepholz                 ,,,,,,
 ,,,,,,
2009,10634,9010,21594,19415,2,"19,5"
2010,12870,10836,27733,24519,"2,2","22,4"
2011,13610,11355,27609,23497,2,"22,5"
2012,13818,11862,27886,24674,2,"21,1"
2013,12986,10954,28115,24302,"2,2","20,4"
2014,14163,11475,28976,24134,2,"21,6"
2015,14474,11924,30009,25384,"2,1","23,1"
2016,14608,11846,31948,26627,"2,2","21,2"
2017,14168,11470,29920,24943,"2,1","24,3"
2018,15363,11610,33267,26871,"2,2","26,3"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-7,3","-6,5","-6,6","-5,3","0,8","-6,3"
2010,21,"20,3","28,4","26,3","6,1","15,1"
2011,"5,7","4,8","-0,4","-4,2","-5,9","0,1"
2012,"1,5","4,5",1,5,"-0,5","-6,1"
2013,-6,"-7,7","0,8","-1,5","7,3","-3,4"
2014,"9,1","4,8","3,1","-0,7","-5,5",6
2015,"2,2","3,9","3,6","5,2","1,3","6,9"
2016,"0,9","-0,7","6,5","4,9","5,5","-8,1"
2017,-3,"-3,2","-6,3","-6,3","-3,4","14,3"
2018,"8,4","1,2","11,2","7,7","2,5","8,6"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,121,"120,3","128,4","126,3","106,1","115,1"
2011,128,126,"127,9",121,"99,9","115,3"
2012,"129,9","131,7","129,1","127,1","99,4","108,3"
2013,"122,1","121,6","130,2","125,2","106,6","104,6"
2014,"133,2","127,4","134,2","124,3","100,8","110,9"
2015,"136,1","132,3",139,"130,7","102,1","118,5"
2016,"137,4","131,5","147,9","137,1","107,7","108,9"
2017,"133,2","127,3","138,6","128,5",104,"124,5"
2018,"144,5","128,9","154,1","138,4","106,6","135,2"
252     Hameln-Pyrmont           ,,,,,,
 ,,,,,,
2009,24537,22180,117320,111474,"4,8",35
2010,27151,24301,115976,109340,"4,3","34,9"
2011,26847,23860,117045,108600,"4,4","35,3"
2012,27790,24541,120877,114422,"4,3","35,6"
2013,27746,24532,120510,113431,"4,3","32,5"
2014,27928,24934,115275,108475,"4,1","33,6"
2015,28449,25298,115638,108361,"4,1","33,6"
2016,28612,25788,110206,103693,"3,9","32,9"
2017,27105,23978,103399,96607,"3,8","31,5"
2018,28616,25008,106653,98518,"3,7","32,9"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,-1,-,"0,9","1,5","1,8","-1,7"
2010,"10,7","9,6","-1,1","-1,9","-10,7","-0,1"
2011,"-1,1","-1,8","0,9","-0,7","2,1",1
2012,"3,5","2,9","3,3","5,4","-0,2","0,9"
2013,"-0,2",-,"-0,3","-0,9","-0,1","-8,8"
2014,"0,7","1,6","-4,3","-4,4",-5,"3,4"
2015,"1,9","1,5","0,3","-0,1","-1,5","0,2"
2016,"0,6","1,9","-4,7","-4,3","-5,2","-2,2"
2017,"-5,3",-7,"-6,2","-6,8",-1,"-4,2"
2018,"5,6","4,3","3,1",2,"-2,3","4,2"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"110,7","109,6","98,9","98,1","89,3","99,9"
2011,"109,4","107,6","99,8","97,4","91,2","100,9"
2012,"113,3","110,6",103,"102,6",91,"101,7"
2013,"113,1","110,6","102,7","101,8","90,8","92,8"
2014,"113,8","112,4","98,3","97,3","86,3","95,9"
2015,"115,9","114,1","98,6","97,2",85,"96,1"
2016,"116,6","116,3","93,9",93,"80,6","94,1"
2017,"110,5","108,1","88,1","86,7","79,8","90,1"
2018,"116,6","112,8","90,9","88,4","77,9","93,9"
254     Hildesheim               ,,,,,,
 ,,,,,,
2009,16344,10114,37766,28660,"2,3","26,2"
2010,18620,12296,43103,33796,"2,3","31,3"
2011,20437,14047,45197,34929,"2,2","29,3"
2012,22333,16418,49286,40297,"2,2","32,6"
2013,19613,13706,45377,35953,"2,3",29
2014,23977,17945,52662,42592,"2,2","33,7"
2015,24846,18580,53487,42059,"2,2","32,5"
2016,21464,14909,50274,39121,"2,3",33
2017,22909,16507,52362,40528,"2,3","32,4"
2018,24557,17508,53614,41957,"2,2","30,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-8,1","-12,9","-5,7","-8,2","2,7","-9,2"
2010,"13,9","21,6","14,1","17,9","0,2","19,6"
2011,"9,8","14,2","4,9","3,4","-4,5","-6,5"
2012,"9,3","16,9",9,"15,4","-0,2","11,5"
2013,"-12,2","-16,5","-7,9","-10,8","4,8",-11
2014,"22,3","30,9","16,1","18,5","-5,1",16
2015,"3,6","3,5","1,6","-1,3",-2,"-3,5"
2016,"-13,6","-19,8",-6,-7,"8,8","1,4"
2017,"6,7","10,7","4,2","3,6","-2,4","-1,6"
2018,"7,2","6,1","2,4","3,5","-4,5","-5,8"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"113,9","121,6","114,1","117,9","100,2","119,6"
2011,125,"138,9","119,7","121,9","95,7","111,8"
2012,"136,6","162,3","130,5","140,6","95,5","124,7"
2013,120,"135,5","120,2","125,4","100,1","110,9"
2014,"146,7","177,4","139,4","148,6","95,1","128,7"
2015,152,"183,7","141,6","146,8","93,2","124,2"
2016,"131,3","147,4","133,1","136,5","101,4","125,9"
2017,"140,2","163,2","138,6","141,4","98,9","123,9"
2018,"150,3","173,1",142,"146,4","94,5","116,7"
255     Holzminden               ,,,,,,
 ,,,,,,
2009,8612,7940,19501,17742,"2,3","20,9"
2010,10611,9897,19740,18134,"1,9","17,6"
2011,9791,9131,17555,16273,"1,8",16
2012,10741,9629,20489,17782,"1,9","15,5"
2013,12529,10821,23766,18747,"1,9","18,9"
2014,12823,10858,25597,20795,2,"20,5"
2015,12219,10170,27802,21462,"2,3","22,3"
2016,14394,12517,33063,26292,"2,3","24,5"
2017,13260,11578,30202,25492,"2,3","22,4"
2018,13258,11764,31456,25459,"2,4","23,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"3,9","3,1","8,7","11,2","4,7","10,2"
2010,"23,2","24,6","1,2","2,2","-17,8","-15,7"
2011,"-7,7","-7,7","-11,1","-10,3","-3,6","-9,1"
2012,"9,7","5,5","16,7","9,3","6,4","-2,8"
2013,"16,6","12,4",16,"5,4","-0,6","21,6"
2014,"2,3","0,3","7,7","10,9","5,2","8,3"
2015,"-4,7","-6,3","8,6","3,2",14,"9,1"
2016,"17,8","23,1","18,9","22,5",1,"9,6"
2017,"-7,9","-7,5","-8,7",-3,"-0,8","-8,4"
2018,-,"1,6","4,2","-0,1","4,2","6,4"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"123,2","124,6","101,2","102,2","82,2","84,3"
2011,"113,7",115,90,"91,7","79,2","76,6"
2012,"124,7","121,3","105,1","100,2","84,2","74,4"
2013,"145,5","136,3","121,9","105,7","83,8","90,5"
2014,"148,9","136,8","131,3","117,2","88,2",98
2015,"141,9","128,1","142,6",121,"100,5","106,9"
2016,"167,1","157,6","169,5","148,2","101,4","117,2"
2017,154,"145,8","154,9","143,7","100,6","107,4"
2018,"153,9","148,2","161,3","143,5","104,8","114,2"
256     Nienburg (Weser)         ,,,,,,
 ,,,,,,
2009,6533,6013,11862,11001,"1,8","17,8"
2010,7778,7254,13928,13193,"1,8","20,5"
2011,8069,7493,16165,14941,2,"19,5"
2012,10280,9573,20769,18892,2,"25,4"
2013,14764,12906,44206,35761,3,"55,8"
2014,11359,10445,21878,19235,"1,9","25,5"
2015,10001,9072,20467,18130,2,"23,5"
2016,10211,9309,22362,20267,"2,2","23,7"
2017,16338,15365,31949,29742,2,"22,6"
2018,15707,14425,33526,30777,"2,1","24,3"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,-8,"-10,9","-16,6","-19,9","-9,4","-23,5"
2010,"19,1","20,6","17,4","19,9","-1,4","15,4"
2011,"3,7","3,3","16,1","13,2","11,9","-5,1"
2012,"27,4","27,8","28,5","26,4","0,8","30,4"
2013,"43,6","34,8","112,8","89,3","48,2","119,9"
2014,"-23,1","-19,1","-50,5","-46,2","-35,7","-54,2"
2015,-12,"-13,1","-6,4","-5,7","6,3","-7,9"
2016,"2,1","2,6","9,3","11,8",7,"0,8"
2017,60,"65,1","42,9","46,8","-10,7","-4,7"
2018,"-3,9","-6,1","4,9","3,5","9,2","7,5"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"119,1","120,6","117,4","119,9","98,6","115,4"
2011,"123,5","124,6","136,3","135,8","110,3","109,5"
2012,"157,4","159,2","175,1","171,7","111,3","142,8"
2013,226,"214,6","372,7","325,1","164,9",314
2014,"173,9","173,7","184,4","174,8","106,1","143,7"
2015,"153,1","150,9","172,5","164,8","112,7","132,3"
2016,"156,3","154,8","188,5","184,2","120,6","133,3"
2017,"250,1","255,5","269,3","270,4","107,7","127,1"
2018,"240,4","239,9","282,6","279,8","117,6","136,6"
257     Schaumburg               ,,,,,,
 ,,,,,,
2009,20440,18836,75202,71560,"3,7","41,2"
2010,18652,16883,77283,72749,"4,1","39,1"
2011,20093,18309,74759,70553,"3,7","38,1"
2012,21691,19865,79532,74932,"3,7","39,8"
2013,22011,19992,86892,81541,"3,9","43,4"
2014,22382,20363,81457,76316,"3,6","40,4"
2015,25247,23518,90625,86188,"3,6","38,6"
2016,36629,35070,113625,109991,"3,1",59
2017,39619,37805,127302,123738,"3,2","64,1"
2018,46774,44669,138933,134085,3,"66,7"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"7,6","11,7","2,2","2,1",-5,"4,8"
2010,"-8,7","-10,4","2,8","1,7","12,6",-5
2011,"7,7","8,4","-3,3",-3,"-10,2","-2,6"
2012,8,"8,5","6,4","6,2","-1,5","4,3"
2013,"1,5","0,6","9,3","8,8","7,7","9,1"
2014,"1,7","1,9","-6,3","-6,4","-7,8",-7
2015,"12,8","15,5","11,3","12,9","-1,4","-4,4"
2016,"45,1","49,1","25,4","27,6","-13,6","52,8"
2017,"8,2","7,8",12,"12,5","3,6","8,7"
2018,"18,1","18,2","9,1","8,4","-7,6",4
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"91,3","89,6","102,8","101,7","112,6",95
2011,"98,3","97,2","99,4","98,6","101,1","92,6"
2012,"106,1","105,5","105,8","104,7","99,7","96,6"
2013,"107,7","106,1","115,5","113,9","107,3","105,4"
2014,"109,5","108,1","108,3","106,6","98,9","98,1"
2015,"123,5","124,9","120,5","120,4","97,6","93,8"
2016,"179,2","186,2","151,1","153,7","84,3","143,3"
2017,"193,8","200,7","169,3","172,9","87,3","155,8"
2018,"228,8","237,1","184,7","187,4","80,7",162
3       Lüneburg                 ,,,,,,
 ,,,,,,
2009,326594,279233,1246333,1130257,"3,8","41,9"
2010,335899,285360,1240327,1118562,"3,7","40,9"
2011,344350,296335,1204344,1091384,"3,5","39,7"
2012,346480,294167,1201552,1070266,"3,5","38,6"
2013,342046,289341,1221782,1091613,"3,6",40
2014,350021,293037,1130891,980440,"3,2","37,8"
2015,370735,311018,1221643,1066104,"3,3","40,8"
2016,386915,330146,1308225,1164886,"3,4","43,8"
2017,390269,330944,1290791,1147963,"3,3","43,2"
2018,407595,349220,1377594,1236777,"3,4","44,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"2,1","1,4","1,7","0,8","-0,3","-0,9"
2010,"2,8","2,2","-0,5",-1,"-3,2","-2,3"
2011,"2,5","3,8","-2,9","-2,4","-5,3","-3,1"
2012,"0,6","-0,7","-0,2","-1,9","-0,8","-2,7"
2013,"-1,3","-1,6","1,7",2,3,"3,6"
2014,"2,3","1,3","-7,4","-10,2","-9,5","-5,4"
2015,"5,9","6,1",8,"8,7",2,"7,9"
2016,"4,4","6,2","7,1","9,3","2,6","7,4"
2017,"0,9","0,2","-1,3","-1,5","-2,2","-1,4"
2018,"4,4","5,5","6,7","7,7","2,2","3,2"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"102,8","102,2","99,5",99,"96,8","97,7"
2011,"105,4","106,1","96,6","96,6","91,6","94,7"
2012,"106,1","105,3","96,4","94,7","90,9","92,2"
2013,"104,7","103,6",98,"96,6","93,6","95,5"
2014,"107,2","104,9","90,7","86,7","84,7","90,3"
2015,"113,5","111,4",98,"94,3","86,3","97,4"
2016,"118,5","118,2",105,"103,1","88,6","104,7"
2017,"119,5","118,5","103,6","101,6","86,7","103,2"
2018,"124,8","125,1","110,5","109,4","88,6","106,5"
351     Celle                    ,,,,,,
 ,,,,,,
2009,24058,18020,65518,52784,"2,7",26
2010,26311,18769,66396,49953,"2,5","26,4"
2011,27484,20668,64385,50340,"2,3","27,1"
2012,29084,20419,67428,49509,"2,3","28,1"
2013,30524,22297,72186,54013,"2,4","29,8"
2014,30916,23204,71552,53532,"2,3","29,2"
2015,32741,24389,80042,60454,"2,4","32,5"
2016,30837,22779,81775,61648,"2,7","33,9"
2017,32340,24753,85868,68697,"2,7","34,4"
2018,33720,26259,91104,73794,"2,7","35,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-6,9","-5,7","-2,8","-2,6","4,4","-2,2"
2010,"9,4","4,2","1,3","-5,4","-7,3","1,5"
2011,"4,5","10,1",-3,"0,8","-7,2","2,8"
2012,"5,8","-1,2","4,7","-1,7",-1,"3,8"
2013,5,"9,2","7,1","9,1",2,"5,8"
2014,"1,3","4,1","-0,9","-0,9","-2,1","-1,8"
2015,"5,9","5,1","11,9","12,9","5,6","11,1"
2016,"-5,8","-6,6","2,2",2,"8,5","4,3"
2017,"4,9","8,7",5,"11,4","0,1","1,4"
2018,"4,3","6,1","6,1","7,4","1,8","3,4"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"109,4","104,2","101,3","94,6","92,7","101,5"
2011,"114,2","114,7","98,3","95,4",86,"104,4"
2012,"120,9","113,3","102,9","93,8","85,1","108,3"
2013,"126,9","123,7","110,2","102,3","86,8","114,6"
2014,"128,5","128,8","109,2","101,4",85,"112,5"
2015,"136,1","135,3","122,2","114,5","89,8",125
2016,"128,2","126,4","124,8","116,8","97,4","130,4"
2017,"134,4","137,4","131,1","130,1","97,5","132,2"
2018,"140,2","145,7","139,1","139,8","99,2","136,7"
352     Cuxhaven                 ,,,,,,
 ,,,,,,
2009,73669,71605,406790,400208,"5,5","46,7"
2010,76760,74605,396111,389659,"5,2","46,1"
2011,72491,70575,374096,368326,"5,2","43,2"
2012,75376,72973,367434,360587,"4,9","40,7"
2013,73700,70879,371726,362864,5,"42,2"
2014,72248,69314,329609,321292,"4,6","38,6"
2015,76765,73622,360756,352399,"4,7","44,1"
2016,82780,79898,389938,381914,"4,7","48,7"
2017,79536,76072,381397,371703,"4,8","46,7"
2018,90401,86436,419768,409208,"4,6","50,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"4,6","4,7","-1,2","-1,1","-5,5",-4
2010,"4,2","4,2","-2,6","-2,6","-6,5","-1,3"
2011,"-5,6","-5,4","-5,6","-5,5",-,"-6,3"
2012,4,"3,4","-1,8","-2,1","-5,5","-5,9"
2013,"-2,2","-2,9","1,2","0,6","3,5","3,7"
2014,-2,"-2,2","-11,3","-11,5","-9,5","-8,5"
2015,"6,3","6,2","9,4","9,7",3,"14,3"
2016,"7,8","8,5","8,1","8,4","0,2","10,3"
2017,"-3,9","-4,8","-2,2","-2,7","1,8","-4,1"
2018,"13,7","13,6","10,1","10,1","-3,2","8,5"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"104,2","104,2","97,4","97,4","93,5","98,7"
2011,"98,4","98,6",92,92,"93,5","92,5"
2012,"102,3","101,9","90,3","90,1","88,3",87
2013,100,99,"91,4","90,7","91,3","90,2"
2014,"98,1","96,8",81,"80,3","82,6","82,6"
2015,"104,2","102,8","88,7","88,1","85,1","94,4"
2016,"112,4","111,6","95,9","95,4","85,3","104,1"
2017,108,"106,2","93,8","92,9","86,8","99,8"
2018,"122,7","120,7","103,2","102,2","84,1","108,3"
353     Harburg                  ,,,,,,
 ,,,,,,
2009,27993,22819,63933,55886,"2,3","27,9"
2010,27821,22863,67538,59423,"2,4","28,6"
2011,30763,25568,70395,61836,"2,3","29,5"
2012,28355,24019,65652,58759,"2,3","27,6"
2013,28697,23256,69641,60950,"2,4","28,8"
2014,32443,25947,72452,61818,"2,2","28,5"
2015,33222,26164,74474,62792,"2,2","31,8"
2016,34024,27416,72166,61632,"2,1","32,4"
2017,35102,28244,74972,64258,"2,1","34,5"
2018,37261,29768,85636,73659,"2,3",37
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"5,5","1,8","8,9","7,8","3,3","0,1"
2010,"-0,6","0,2","5,6","6,3","6,3","2,7"
2011,"10,6","11,8","4,2","4,1","-5,7","2,9"
2012,"-7,8","-6,1","-6,7",-5,"1,2","-6,3"
2013,"1,2","-3,2","6,1","3,7","4,8","4,4"
2014,"13,1","11,6",4,"1,4",-8,"-1,1"
2015,"2,4","0,8","2,8","1,6","0,4","11,4"
2016,"2,4","4,8","-3,1","-1,8","-5,4","1,8"
2017,"3,2",3,"3,9","4,3","0,7","6,7"
2018,"6,2","5,4","14,2","14,6","7,6","7,1"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"99,4","100,2","105,6","106,3","106,3","102,7"
2011,"109,9",112,"110,1","110,6","100,2","105,7"
2012,"101,3","105,3","102,7","105,1","101,4","99,1"
2013,"102,5","101,9","108,9","109,1","106,3","103,4"
2014,"115,9","113,7","113,3","110,6","97,8","102,3"
2015,"118,7","114,7","116,5","112,4","98,2",114
2016,"121,5","120,1","112,9","110,3","92,9","116,1"
2017,"125,4","123,8","117,3",115,"93,5","123,9"
2018,"133,1","130,5","133,9","131,8","100,6","132,6"
354     Lüchow-Dannenberg        ,,,,,,
 ,,,,,,
2009,11659,10850,45301,43140,"3,9","31,4"
2010,11638,10883,44979,43273,"3,9",31
2011,11571,10934,40749,39054,"3,5","29,2"
2012,11425,10816,37630,36194,"3,3","27,7"
2013,9107,8568,32922,31948,"3,6","25,8"
2014,10702,9963,29826,28105,"2,8","23,4"
2015,12103,11267,34533,32714,"2,9","25,2"
2016,12389,11678,35491,34076,"2,9","27,4"
2017,11463,10827,32163,30845,"2,8","25,7"
2018,12186,11611,39453,38012,"3,2","29,3"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,-4,"3,2","-4,4",1,"-0,4","-1,6"
2010,"-0,2","0,3","-0,7","0,3","-0,5","-1,4"
2011,"-0,6","0,5","-9,4","-9,7","-8,9","-5,6"
2012,"-1,3","-1,1","-7,7","-7,3","-6,5","-5,2"
2013,"-20,3","-20,8","-12,5","-11,7","9,8","-7,1"
2014,"17,5","16,3","-9,4",-12,"-22,9","-9,1"
2015,"13,1","13,1","15,8","16,4","2,4","7,8"
2016,"2,4","3,6","2,8","4,2","0,4","8,7"
2017,"-7,5","-7,3","-9,4","-9,5","-2,1","-6,1"
2018,"6,3","7,2","22,7","23,2","15,4","13,7"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"99,8","100,3","99,3","100,3","99,5","98,6"
2011,"99,2","100,8",90,"90,5","90,6",93
2012,98,"99,7","83,1","83,9","84,8","88,2"
2013,"78,1",79,"72,7","74,1",93,82
2014,"91,8","91,8","65,8","65,1","71,7","74,5"
2015,"103,8","103,8","76,2","75,8","73,4","80,3"
2016,"106,3","107,6","78,3",79,"73,7","87,3"
2017,"98,3","99,8",71,"71,5","72,2",82
2018,"104,5",107,"87,1","88,1","83,3","93,2"
355     Lüneburg                 ,,,,,,
 ,,,,,,
2009,24630,21329,57421,50315,"2,3","31,7"
2010,24427,20904,54796,47177,"2,2","30,6"
2011,26454,23121,59870,52308,"2,3",31
2012,26808,23186,64732,55494,"2,4","31,6"
2013,24209,20792,60152,52134,"2,5","30,6"
2014,27684,23672,64545,54478,"2,3","33,4"
2015,29586,25195,70445,60366,"2,4","35,7"
2016,32909,28374,77237,66555,"2,3","37,1"
2017,28977,24762,67926,58759,"2,3",36
2018,29679,24864,68694,58020,"2,3","33,8"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"0,1","1,3","-4,7","-5,5","-4,7","-12,8"
2010,"-0,8",-2,"-4,6","-6,2","-3,8","-3,3"
2011,"8,3","10,6","9,3","10,9","0,9","1,1"
2012,"1,3","0,3","8,1","6,1","6,7","2,2"
2013,"-9,7","-10,3","-7,1","-6,1","2,9","-3,3"
2014,"14,4","13,9","7,3","4,5","-6,2","9,1"
2015,"6,9","6,4","9,1","10,8","2,1","7,2"
2016,"11,2","12,6","9,6","10,3","-1,4","3,9"
2017,"-11,9","-12,7","-12,1","-11,7","-0,1",-3
2018,"2,4","0,4","1,1","-1,3","-1,3","-6,3"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"99,2",98,"95,4","93,8","96,2","96,7"
2011,"107,4","108,4","104,3",104,"97,1","97,7"
2012,"108,8","108,7","112,7","110,3","103,6","99,8"
2013,"98,3","97,5","104,8","103,6","106,6","96,5"
2014,"112,4",111,"112,4","108,3",100,"105,3"
2015,"120,1","118,1","122,7",120,"102,1","112,9"
2016,"133,6",133,"134,5","132,3","100,7","117,3"
2017,"117,6","116,1","118,3","116,8","100,5","113,8"
2018,"120,5","116,6","119,6","115,3","99,3","106,7"
356     Osterholz                ,,,,,,
 ,,,,,,
2009,5388,5008,12493,11487,"2,3","26,8"
2010,5292,4897,13328,12445,"2,5","27,6"
2011,6006,5680,14371,13328,"2,4","31,2"
2012,6496,6163,17013,16065,"2,6","34,3"
2013,5163,4804,14099,13157,"2,7","30,8"
2014,6170,5918,14517,13438,"2,4","31,1"
2015,5563,5194,13702,12313,"2,5","29,8"
2016,5212,4759,14256,12540,"2,7",32
2017,5429,4952,14318,12695,"2,6","33,9"
2018,5647,5321,15147,13714,"2,7","31,1"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-15,2","-14,8","-17,4","-18,9","-2,6","-17,3"
2010,"-1,8","-2,2","6,7","8,3","8,6","3,3"
2011,"13,5",16,"7,8","7,1",-5,"12,7"
2012,"8,2","8,5","18,4","20,5","9,5","10,2"
2013,"-20,5","-22,1","-17,1","-18,1","4,3","-10,4"
2014,"19,5","23,2",3,"2,1","-13,8","1,1"
2015,"-9,8","-12,2","-5,6","-8,4","4,7","-4,1"
2016,"-6,3","-8,4",4,"1,8",11,"7,3"
2017,"4,2","4,1","0,4","1,2","-3,6",6
2018,4,"7,5","5,8",8,"1,7","-8,2"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"98,2","97,8","106,7","108,3","108,6","103,3"
2011,"111,5","113,4",115,116,"103,2","116,4"
2012,"120,6","123,1","136,2","139,9",113,"128,3"
2013,"95,8","95,9","112,9","114,5","117,8",115
2014,"114,5","118,2","116,2",117,"101,5","116,3"
2015,"103,2","103,7","109,7","107,2","106,2","111,5"
2016,"96,7",95,"114,1","109,2",118,"119,6"
2017,"100,8","98,9","114,6","110,5","113,7","126,7"
2018,"104,8","106,3","121,2","119,4","115,7","116,4"
357     Rotenburg (Wümme)        ,,,,,,
 ,,,,,,
2009,18711,14590,50223,42977,"2,7","26,8"
2010,19752,15218,54031,47647,"2,7","28,8"
2011,20492,16780,53996,48900,"2,6","29,5"
2012,20156,16606,52674,45874,"2,6","28,8"
2013,18122,14153,47384,41641,"2,6",26
2014,21713,17801,51658,46384,"2,4",30
2015,23748,19728,68959,61262,"2,9","32,9"
2016,19037,15079,52843,46773,"2,8","25,4"
2017,21289,17555,60884,55548,"2,9","28,3"
2018,20489,16372,61510,53991,3,"27,4"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-0,9","-0,5","8,7","5,7","9,6",1
2010,"5,6","4,3","7,6","10,9","1,9","7,4"
2011,"3,7","10,3","-0,1","2,6","-3,7","2,4"
2012,"-1,6",-1,"-2,4","-6,2","-0,8","-2,5"
2013,"-10,1","-14,8",-10,"-9,2","0,1","-9,5"
2014,"19,8","25,8",9,"11,4",-9,"15,3"
2015,"9,4","10,8","33,5","32,1","22,1","9,6"
2016,"-19,8","-23,6","-23,4","-23,7","-4,4","-22,9"
2017,"11,8","16,4","15,2","18,8",3,"11,5"
2018,"-3,8","-6,7",1,"-2,8",5,"-3,2"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
2010,"105,6","104,3","107,6","110,9","101,9","107,4"
2011,"109,5",115,"107,5","113,8","98,2",110
2012,"107,7","113,8","104,9","106,7","97,4","107,3"
2013,"96,9",97,"94,3","96,9","97,4","97,1"
2014,116,122,"102,9","107,9","88,6",112
2015,"126,9","135,2","137,3","142,5","108,2","122,7"
2016,"101,7","103,4","105,2","108,8","103,4","94,6"
2017,"113,8","120,3","121,2","129,3","106,5","105,5"
2018,"109,5","112,2","122,5","125,6","111,8","102,1"
358     Heidekreis               ,,,,,,
 ,,,,,,
2009,99829,78616,397594,335615,4,"59,6"
2010,101128,78911,391995,328684,"3,9","54,5"
2011,102034,80883,370800,312373,"3,6","50,8"
2012,101100,77465,363504,294180,"3,6","48,8"
2013,106263,83321,392712,326035,"3,7","53,8"
2014,97074,72469,335441,254930,"3,5","47,8"
2015,107724,82190,364813,283143,"3,4","51,3"
2016,117986,94932,412558,341014,"3,5",57
2017,122950,98080,415236,340896,"3,4","57,7"
2018,123583,101834,427913,363686,"3,5","59,4"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"8,2",6,"7,3","4,4","-0,8","6,6"
2010,"1,3","0,4","-1,4","-2,1","-2,7","-8,5"
2011,"0,9","2,5","-5,4",-5,"-6,2","-6,7"
2012,"-0,9","-4,2",-2,"-5,8","-1,1",-4
2013,"5,1","7,6",8,"10,8","2,8","10,2"
2014,"-8,6",-13,"-14,6","-21,8","-6,5","-11,2"
2015,11,"13,4","8,8","11,1",-2,"7,4"
2016,"9,5","15,5","13,1","20,4","3,3","11,1"
2017,"4,2","3,3","0,6",-,"-3,4","1,3"
2018,"0,5","3,8","3,1","6,7","2,5","2,9"
 ,,,,,,
2009 = 100 ,,,,,,
2009,100,100,100,100,100,100
