© Landesamt fü,,,,,,
"r Statistik Niedersachsen, 2018.",,,,,,
"Vervielfältigung und Verbreitung, auch auszugsweise, mit Quellenangabe gestattet.",,,,,,
,,,,,,
LSN-Online: Tabelle Z7360122,,,,,,
,,,,,,
Monatserhebung im Tourismus in Niedersachsen (Gebietsstand: 01.07.2017),,,,,,
- Geöffnete Beherbergungsbetriebe mit mindestens 10 Betten und geöffnete Campinglätze mit mindestens 10 Stellplätzen -,,,,,,
 ,,,,,,
Zeitraum: März*,,,,,,
,,,,,,
"Niedersachsen
Statistische Region*
Kreis*
Gemeinde*
------
Jahr",Ankünfte,,Übernachtungen,,durchschnittl.,
2011,95792,78811,177423,140240,"1,9","42,0"
2012,106443,87428,188934,148494,"1,8","44,8"
2013,94223,76260,173647,136383,"1,8","40,9"
2014,105613,86834,185336,147137,"1,8","44,5"
2015,111877,91699,196341,154273,"1,8","46,9"
2016,98626,79971,180548,140833,"1,8","43,5"
2017,114622,94916,200288,157487,"1,7","48,3"
2018,101310,87552,163769,138312,"1,6","37,7"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"23,9","29,9","16,7","23,0","-5,8","12,9"
2010,"8,8","13,0","10,0","17,3","1,2","14,1"
2011,"-1,4","-3,3","-0,6","-2,8","0,8","-3,0"
2012,"11,1","10,9","6,5","5,9","-4,2","6,6"
2013,"-11,5","-12,8","-8,1","-8,2","3,8","-8,6"
2014,"12,1","13,9","6,7","7,9","-4,8","8,7"
2015,"5,9","5,6","5,9","4,8",-,"5,5"
2016,"-11,8","-12,8","-8,0","-8,7","4,3","-7,2"
2017,"16,2","18,7","10,9","11,8","-4,5","11,0"
2018,"-11,6","-7,8","-18,2","-12,2","-7,5","-21,8"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"108,8","113,0","110,0","117,3","101,2","114,1"
2011,"107,3","109,3","109,4","114,1","102,0","110,7"
2012,"119,2","121,2","116,5","120,8","97,7","118,0"
2013,"105,5","105,8","107,1","110,9","101,5","107,9"
2014,"118,3","120,4","114,3","119,7","96,6","117,2"
2015,"125,3","127,2","121,0","125,5","96,6","123,7"
2016,"110,4","110,9","111,3","114,6","100,8","114,7"
2017,"128,3","131,6","123,5","128,1","96,2","127,3"
2018,"113,4","121,4","101,0","112,5","89,0","99,5"
251     Diepholz                 ,,,,,,
 ,,,,,,
2009,7740,7099,13551,12288,"1,8","14,7"
2010,8487,8088,16780,16058,"2,0","15,7"
2011,8510,7912,15190,14055,"1,8","15,7"
2012,9163,8576,17389,15504,"1,9","19,8"
2013,7646,7083,16094,13852,"2,1","15,7"
2014,9051,8394,17042,15244,"1,9","16,9"
2015,8593,7783,16858,14687,"2,0","15,6"
2016,8404,7793,17395,15550,"2,1","12,9"
2017,9669,9023,19617,17619,"2,0","18,3"
2018,8988,8417,17909,16376,"2,0","16,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"16,8","16,2","13,0","9,9","-3,3","-1,0"
2010,"9,7","13,9","23,8","30,7","12,9","7,0"
2011,"0,3","-2,2","-9,5","-12,5","-9,7","-0,1"
2012,"7,7","8,4","14,5","10,3","6,3","26,5"
2013,"-16,6","-17,4","-7,4","-10,7","10,9","-20,9"
2014,"18,4","18,5","5,9","10,0","-10,5","7,7"
2015,"-5,1","-7,3","-1,1","-3,7","4,2","-7,9"
2016,"-2,2","0,1","3,2","5,9","5,5","-16,9"
2017,"15,1","15,8","12,8","13,3","-2,0","41,9"
2018,"-7,0","-6,7","-8,7","-7,1","-1,8","-9,5"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"109,7","113,9","123,8","130,7","112,9","107,0"
2011,"109,9","111,5","112,1","114,4","102,0","106,9"
2012,"118,4","120,8","128,3","126,2","108,4","135,1"
2013,"98,8","99,8","118,8","112,7","120,2","106,9"
2014,"116,9","118,2","125,8","124,1","107,5","115,1"
2015,"111,0","109,6","124,4","119,5","112,1","106,1"
2016,"108,6","109,8","128,4","126,5","118,2","88,1"
2017,"124,9","127,1","144,8","143,4","115,9","125,1"
2018,"116,1","118,6","132,2","133,3","113,8","113,2"
252     Hameln-Pyrmont           ,,,,,,
 ,,,,,,
2009,18469,17044,94315,90696,"5,1","31,4"
2010,17912,15749,88875,84331,"5,0","30,0"
2011,19557,17697,90757,86623,"4,6","30,3"
2012,20337,17867,93280,88206,"4,6","31,1"
2013,20745,18418,96154,91675,"4,6","28,1"
2014,20465,18921,95136,91704,"4,6","29,4"
2015,20984,19301,93050,89113,"4,4","29,8"
2016,22237,20466,92286,88299,"4,2","30,0"
2017,22842,20940,95176,90888,"4,2","32,8"
2018,20673,19135,88686,84788,"4,3","34,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-1,3","0,3","-0,5",-,"0,8","0,2"
2010,"-3,0","-7,6","-5,8","-7,0","-2,8","-4,4"
2011,"9,2","12,4","2,1","2,7","-6,5","0,9"
2012,"4,0","1,0","2,8","1,8","-1,2","2,7"
2013,"2,0","3,1","3,1","3,9","1,1","-9,6"
2014,"-1,3","2,7","-1,1",-,"0,3","4,5"
2015,"2,5","2,0","-2,2","-2,8","-4,6","1,4"
2016,"6,0","6,0","-0,8","-0,9","-6,4","0,6"
2017,"2,7","2,3","3,1","2,9","0,4","9,6"
2018,"-9,5","-8,6","-6,8","-6,7","3,0","5,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"97,0","92,4","94,2","93,0","97,2","95,6"
2011,"105,9","103,8","96,2","95,5","90,9","96,4"
2012,"110,1","104,8","98,9","97,3","89,8","99,0"
2013,"112,3","108,1","101,9","101,1","90,8","89,5"
2014,"110,8","111,0","100,9","101,1","91,0","93,5"
2015,"113,6","113,2","98,7","98,3","86,8","94,8"
2016,"120,4","120,1","97,8","97,4","81,3","95,3"
2017,"123,7","122,9","100,9","100,2","81,6","104,5"
2018,"111,9","112,3","94,0","93,5","84,0","109,7"
254     Hildesheim               ,,,,,,
 ,,,,,,
2009,14854,12463,39543,35373,"2,7","32,0"
2010,16518,13933,43059,38468,"2,6","33,2"
2011,17561,15369,44049,39579,"2,5","31,2"
2012,19351,16648,47951,42843,"2,5","33,6"
2013,18192,15512,49400,44135,"2,7","33,8"
2014,19458,16715,48450,42797,"2,5","33,9"
2015,21301,18356,50238,45110,"2,4","34,8"
2016,19665,16694,49384,43835,"2,5","33,8"
2017,22905,19651,53714,47071,"2,3","34,3"
2018,18143,15854,43783,39776,"2,4","26,2"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"15,1","17,0","8,5","9,6","-5,7","9,4"
2010,"11,2","11,8","8,9","8,7","-2,1","3,8"
2011,"6,3","10,3","2,3","2,9","-3,8","-6,1"
2012,"10,2","8,3","8,9","8,2","-1,2","7,6"
2013,"-6,0","-6,8","3,0","3,0","9,6","0,5"
2014,"7,0","7,8","-1,9","-3,0","-8,3","0,3"
2015,"9,5","9,8","3,7","5,4","-5,3","2,7"
2016,"-7,7","-9,1","-1,7","-2,8","6,5","-2,8"
2017,"16,5","17,7","8,8","7,4","-6,6","1,4"
2018,"-20,8","-19,3","-18,5","-15,5","2,9","-23,5"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"111,2","111,8","108,9","108,7","97,9","103,8"
2011,"118,2","123,3","111,4","111,9","94,2","97,5"
2012,"130,3","133,6","121,3","121,1","93,1","104,9"
2013,"122,5","124,5","124,9","124,8","102,0","105,4"
2014,"131,0","134,1","122,5","121,0","93,5","105,7"
2015,"143,4","147,3","127,0","127,5","88,6","108,6"
2016,"132,4","133,9","124,9","123,9","94,3","105,6"
2017,"154,2","157,7","135,8","133,1","88,1","107,0"
2018,"122,1","127,2","110,7","112,4","90,7","81,9"
255     Holzminden               ,,,,,,
 ,,,,,,
2009,2861,2731,6252,5795,"2,2","7,2"
2010,3944,3697,8814,8252,"2,2","8,9"
2011,3306,3118,6771,6325,"2,0","6,6"
2012,3992,3881,7440,7238,"1,9","7,5"
2013,4062,3940,9031,8706,"2,2","9,4"
2014,4414,4178,8820,8387,"2,0","8,7"
2015,4850,4548,10425,9828,"2,1","10,8"
2016,5506,5245,12977,12285,"2,4","13,4"
2017,6077,5685,13468,12609,"2,2","12,1"
2018,5177,4940,12791,11906,"2,5","12,1"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"2,1",-,"-0,8","-5,5","-2,9","-1,8"
2010,"37,9","35,4","41,0","42,4","2,3","24,5"
2011,"-16,2","-15,7","-23,2","-23,4","-8,4","-25,6"
2012,"20,8","24,5","9,9","14,4","-9,0","13,6"
2013,"1,8","1,5","21,4","20,3","19,3","24,3"
2014,"8,7","6,0","-2,3","-3,7","-10,1","-7,1"
2015,"9,9","8,9","18,2","17,2","7,6","24,5"
2016,"13,5","15,3","24,5","25,0","9,6","23,4"
2017,"10,4","8,4","3,8","2,6","-6,0","-9,8"
2018,"-14,8","-13,1","-5,0","-5,6","11,5","0,1"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"137,9","135,4","141,0","142,4","102,3","124,5"
2011,"115,6","114,2","108,3","109,1","93,7","92,6"
2012,"139,5","142,1","119,0","124,9","85,3","105,2"
2013,"142,0","144,3","144,4","150,2","101,7","130,8"
2014,"154,3","153,0","141,1","144,7","91,4","121,5"
2015,"169,5","166,5","166,7","169,6","98,4","151,2"
2016,"192,5","192,1","207,6","212,0","107,9","186,6"
2017,"212,4","208,2","215,4","217,6","101,4","168,4"
2018,"181,0","180,9","204,6","205,5","113,1","168,6"
256     Nienburg (Weser)         ,,,,,,
 ,,,,,,
2009,5448,5237,9648,9254,"1,8","19,5"
2010,5673,5440,11422,10962,"2,0","24,4"
2011,6294,5998,13198,11983,"2,1","24,4"
2012,7142,6689,15883,14694,"2,2","26,0"
2013,8009,7512,17932,16197,"2,2","27,6"
2014,9075,8384,19580,17119,"2,2","31,0"
2015,7927,7527,18427,17154,"2,3","27,3"
2016,7359,6995,16876,15929,"2,3","26,8"
2017,8586,7872,19592,17255,"2,3","28,4"
2018,7259,6841,16765,15563,"2,3","24,2"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"24,4","26,9","7,3","9,5","-13,7","3,9"
2010,"4,1","3,9","18,4","18,5","13,7","25,0"
2011,"10,9","10,3","15,5","9,3","4,1","-0,3"
2012,"13,5","11,5","20,3","22,6","6,1","6,7"
2013,"12,1","12,3","12,9","10,2","0,7","6,2"
2014,"13,3","11,6","9,2","5,7","-3,6","12,4"
2015,"-12,7","-10,2","-5,9","0,2","7,7","-12,1"
2016,"-7,2","-7,1","-8,4","-7,1","-1,3","-1,9"
2017,"16,7","12,5","16,1","8,3","-0,5","6,2"
2018,"-15,5","-13,1","-14,4","-9,8","1,2","-15,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"104,1","103,9","118,4","118,5","113,7","125,0"
2011,"115,5","114,5","136,8","129,5","118,4","124,7"
2012,"131,1","127,7","164,6","158,8","125,6","133,0"
2013,"147,0","143,4","185,9","175,0","126,4","141,3"
2014,"166,6","160,1","202,9","185,0","121,8","158,9"
2015,"145,5","143,7","191,0","185,4","131,3","139,7"
2016,"135,1","133,6","174,9","172,1","129,5","137,1"
2017,"157,6","150,3","203,1","186,5","128,9","145,6"
2018,"133,2","130,6","173,8","168,2","130,4","123,7"
257     Schaumburg               ,,,,,,
 ,,,,,,
2009,12582,11365,52058,49636,"4,1","29,9"
2010,12884,11816,51082,48874,"4,0","28,3"
2011,13472,12052,56873,53595,"4,2","31,0"
2012,14205,12834,59508,56158,"4,2","30,7"
2013,12937,11684,55377,52604,"4,3","29,7"
2014,13873,12478,56061,53032,"4,0","28,9"
2015,14007,12684,57640,54920,"4,1","26,6"
2016,13739,12547,60422,57721,"4,4","32,6"
2017,14389,12987,59370,56667,"4,1","32,5"
2018,13035,12215,56586,54959,"4,3","30,4"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"8,2","11,5","0,2","1,1","-7,4","1,0"
2010,"2,4","4,0","-1,9","-1,5","-4,2","-5,2"
2011,"4,6","2,0","11,3","9,7","6,5","9,5"
2012,"5,4","6,5","4,6","4,8","-0,8","-1,0"
2013,"-8,9","-9,0","-6,9","-6,3","2,2","-3,2"
2014,"7,2","6,8","1,2","0,8","-5,6","-2,9"
2015,"1,0","1,7","2,8","3,6","1,8","-7,8"
2016,"-1,9","-1,1","4,8","5,1","6,9","22,5"
2017,"4,7","3,5","-1,7","-1,8","-6,2","-0,2"
2018,"-9,4","-5,9","-4,7","-3,0","5,2","-6,4"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"102,4","104,0","98,1","98,5","95,8","94,8"
2011,"107,1","106,0","109,2","108,0","102,0","103,8"
2012,"112,9","112,9","114,3","113,1","101,3","102,8"
2013,"102,8","102,8","106,4","106,0","103,5","99,4"
2014,"110,3","109,8","107,7","106,8","97,7","96,5"
2015,"111,3","111,6","110,7","110,6","99,5","89,0"
2016,"109,2","110,4","116,1","116,3","106,3","109,0"
2017,"114,4","114,3","114,0","114,2","99,7","108,7"
2018,"103,6","107,5","108,7","110,7","104,9","101,8"
3       Lüneburg                 ,,,,,,
 ,,,,,,
2009,163825,152636,473235,446660,"2,9","19,4"
2010,169381,157845,514636,488590,"3,0","21,1"
2011,170502,158613,488129,458377,"2,9","19,4"
2012,185909,172499,533594,501687,"2,9","20,7"
2013,186134,172836,588064,556867,"3,2","23,0"
2014,182262,169924,521744,492257,"2,9","21,1"
2015,186644,174072,547976,519592,"2,9","22,6"
2016,208331,194833,670066,636436,"3,2","26,2"
2017,196673,184670,554329,524340,"2,8","22,5"
2018,213326,200986,640568,609555,"3,0","25,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-6,7","-6,3","-22,9","-23,6","-17,3","-24,7"
2010,"3,4","3,4","8,7","9,4","5,2","8,9"
2011,"0,7","0,5","-5,2","-6,2","-5,8","-8,1"
2012,"9,0","8,8","9,3","9,4","0,3","6,8"
2013,"0,1","0,2","10,2","11,0","10,1","11,4"
2014,"-2,1","-1,7","-11,3","-11,6","-9,4","-8,5"
2015,"2,4","2,4","5,0","5,6","2,6","7,0"
2016,"11,6","11,9","22,3","22,5","9,6","16,1"
2017,"-5,6","-5,2","-17,3","-17,6","-12,4","-14,0"
2018,"8,5","8,8","15,6","16,3","6,5","11,2"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"103,4","103,4","108,7","109,4","105,2","108,9"
2011,"104,1","103,9","103,1","102,6","99,1","100,1"
2012,"113,5","113,0","112,8","112,3","99,4","106,9"
2013,"113,6","113,2","124,3","124,7","109,4","119,1"
2014,"111,3","111,3","110,3","110,2","99,1","109,0"
2015,"113,9","114,0","115,8","116,3","101,6","116,6"
2016,"127,2","127,6","141,6","142,5","111,3","135,3"
2017,"120,1","121,0","117,1","117,4","97,6","116,3"
2018,"130,2","131,7","135,4","136,5","104,0","129,3"
351     Celle                    ,,,,,,
 ,,,,,,
2009,15347,13086,34092,27877,"2,2","14,3"
2010,16184,13330,36491,30018,"2,3","15,9"
2011,15353,12638,34585,28317,"2,3","16,4"
2012,16709,13391,36139,29110,"2,2","16,7"
2013,16459,13073,39347,31663,"2,4","17,7"
2014,17494,13926,35896,28661,"2,1","16,7"
2015,17342,14287,36890,30840,"2,1","16,8"
2016,16617,14036,38897,32713,"2,3","18,4"
2017,16670,14243,36838,31074,"2,2","18,1"
2018,17121,15121,42761,37911,"2,5","18,7"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"2,2","9,7","-4,7","-1,6","-6,7","-19,5"
2010,"5,5","1,9","7,0","7,7","1,5","11,2"
2011,"-5,1","-5,2","-5,2","-5,7","-0,1","3,4"
2012,"8,8","6,0","4,5","2,8","-4,0","1,4"
2013,"-1,5","-2,4","8,9","8,8","10,5","6,0"
2014,"6,3","6,5","-8,8","-9,5","-14,2","-5,5"
2015,"-0,9","2,6","2,8","7,6","3,7","0,6"
2016,"-4,2","-1,8","5,4","6,1","10,0","9,7"
2017,"0,3","1,5","-5,3","-5,0","-5,6","-1,6"
2018,"2,7","6,2","16,1","22,0","13,0","3,1"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"105,5","101,9","107,0","107,7","101,5","111,2"
2011,"100,0","96,6","101,4","101,6","101,4","115,0"
2012,"108,9","102,3","106,0","104,4","97,4","116,6"
2013,"107,2","99,9","115,4","113,6","107,6","123,6"
2014,"114,0","106,4","105,3","102,8","92,4","116,8"
2015,"113,0","109,2","108,2","110,6","95,8","117,5"
2016,"108,3","107,3","114,1","117,3","105,4","128,9"
2017,"108,6","108,8","108,1","111,5","99,5","126,8"
2018,"111,6","115,6","125,4","136,0","112,4","130,7"
352     Cuxhaven                 ,,,,,,
 ,,,,,,
2009,27124,26594,104777,102839,"3,9","16,5"
2010,27719,27195,111893,109910,"4,0","19,2"
2011,29120,28587,110239,108961,"3,8","18,0"
2012,30541,30034,108457,106881,"3,6","17,1"
2013,35189,34514,140716,139068,"4,0","22,4"
2014,32899,32140,128162,126335,"3,9","21,2"
2015,35428,34630,127634,126033,"3,6","21,8"
2016,40386,39577,169298,167130,"4,2","26,6"
2017,36182,35443,124447,121882,"3,4","20,3"
2018,42669,41611,152727,149411,"3,6","24,0"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-24,8","-25,1","-39,7","-40,1","-19,9","-42,2"
2010,"2,2","2,3","6,8","6,9","4,5","16,4"
2011,"5,1","5,1","-1,5","-0,9","-6,2","-6,6"
2012,"4,9","5,1","-1,6","-1,9","-6,2","-4,7"
2013,"15,2","14,9","29,7","30,1","12,6","31,0"
2014,"-6,5","-6,9","-8,9","-9,2","-2,6","-5,5"
2015,"7,7","7,7","-0,4","-0,2","-7,5","3,0"
2016,"14,0","14,3","32,6","32,6","16,4","21,7"
2017,"-10,4","-10,4","-26,5","-27,1","-18,0","-23,6"
2018,"17,9","17,4","22,7","22,6","4,1","18,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"102,2","102,3","106,8","106,9","104,5","116,4"
2011,"107,4","107,5","105,2","106,0","98,0","108,7"
2012,"112,6","112,9","103,5","103,9","91,9","103,6"
2013,"129,7","129,8","134,3","135,2","103,5","135,8"
2014,"121,3","120,9","122,3","122,8","100,8","128,2"
2015,"130,6","130,2","121,8","122,6","93,3","132,1"
2016,"148,9","148,8","161,6","162,5","108,5","160,8"
2017,"133,4","133,3","118,8","118,5","89,0","122,8"
2018,"157,3","156,5","145,8","145,3","92,7","144,9"
353     Harburg                  ,,,,,,
 ,,,,,,
2009,16587,15716,34089,32146,"2,1","22,0"
2010,17500,16453,40202,38454,"2,3","19,9"
2011,18003,16986,41316,39388,"2,3","20,1"
2012,18231,17205,43603,40011,"2,4","25,0"
2013,16826,15667,41423,39518,"2,5","19,8"
2014,17652,16582,39458,37283,"2,2","22,1"
2015,17528,16105,38451,35834,"2,2","23,1"
2016,17217,15969,41896,39481,"2,4","20,9"
2017,18235,16873,39466,36980,"2,2","24,7"
2018,16624,15121,42680,40013,"2,6","25,9"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"12,9","14,0","1,8","1,9","-9,8","-7,4"
2010,"5,5","4,7","17,9","19,6","11,8","-9,3"
2011,"2,9","3,2","2,8","2,4","-0,1","0,8"
2012,"1,3","1,3","5,5","1,6","4,2","24,8"
2013,"-7,7","-8,9","-5,0","-1,2","2,9","-21,1"
2014,"4,9","5,8","-4,7","-5,7","-9,2","11,7"
2015,"-0,7","-2,9","-2,6","-3,9","-1,9","4,7"
2016,"-1,8","-0,8","9,0","10,2","10,9","-9,6"
2017,"5,9","5,7","-5,8","-6,3","-11,1","18,0"
2018,"-8,8","-10,4","8,1","8,2","18,6","5,1"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"105,5","104,7","117,9","119,6","111,8","90,7"
2011,"108,5","108,1","121,2","122,5","111,7","91,4"
2012,"109,9","109,5","127,9","124,5","116,4","114,0"
2013,"101,4","99,7","121,5","122,9","119,8","90,0"
2014,"106,4","105,5","115,7","116,0","108,8","100,5"
2015,"105,7","102,5","112,8","111,5","106,7","105,3"
2016,"103,8","101,6","122,9","122,8","118,4","95,2"
2017,"109,9","107,4","115,8","115,0","105,3","112,3"
2018,"100,2","96,2","125,2","124,5","124,9","118,0"
354     Lüchow-Dannenberg        ,,,,,,
 ,,,,,,
2009,4498,4396,11012,10796,"2,4","10,8"
2010,4896,4783,14601,14332,"3,0","13,9"
2011,4203,4035,10214,9514,"2,4","8,6"
2012,5862,5703,17752,17463,"3,0","16,3"
2013,5654,5526,16309,15954,"2,9","14,4"
2014,5224,5124,12995,12680,"2,5","12,1"
2015,5175,5088,13704,13451,"2,6","12,8"
2016,6019,5802,18020,17473,"3,0","17,2"
2017,4525,4376,11995,11611,"2,7","12,5"
2018,5637,5489,16608,16211,"2,9","17,2"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-8,9","-8,6","-41,5","-41,8","-35,7","-32,0"
2010,"8,8","8,8","32,6","32,8","21,8","29,2"
2011,"-14,2","-15,6","-30,0","-33,6","-18,5","-38,4"
2012,"39,5","41,3","73,8","83,6","24,6","90,9"
2013,"-3,5","-3,1","-8,1","-8,6","-4,7","-11,7"
2014,"-7,6","-7,3","-20,3","-20,5","-13,8","-16,1"
2015,"-0,9","-0,7","5,5","6,1","6,5","5,8"
2016,"16,3","14,0","31,5","29,9","13,1","34,5"
2017,"-24,8","-24,6","-33,4","-33,5","-11,5","-27,4"
2018,"24,6","25,4","38,5","39,6","11,1","37,3"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"108,8","108,8","132,6","132,8","121,8","129,2"
2011,"93,4","91,8","92,8","88,1","99,3","79,5"
2012,"130,3","129,7","161,2","161,8","123,7","151,9"
2013,"125,7","125,7","148,1","147,8","117,8","134,2"
2014,"116,1","116,6","118,0","117,5","101,6","112,6"
2015,"115,1","115,7","124,4","124,6","108,2","119,1"
2016,"133,8","132,0","163,6","161,8","122,3","160,2"
2017,"100,6","99,5","108,9","107,5","108,3","116,4"
2018,"125,3","124,9","150,8","150,2","120,3","159,7"
355     Lüneburg                 ,,,,,,
 ,,,,,,
2009,15029,13840,32246,29850,"2,1","21,8"
2010,15959,14891,33407,31406,"2,1","22,0"
2011,17242,16195,36500,34162,"2,1","22,7"
2012,18625,17349,39716,36907,"2,1","21,0"
2013,16854,16009,38610,36645,"2,3","22,8"
2014,17277,16348,36447,34210,"2,1","19,8"
2015,17566,16662,37747,34969,"2,1","21,7"
2016,18284,17176,42631,40443,"2,3","23,6"
2017,20033,19131,39843,37838,"2,0","23,5"
2018,18038,17331,36911,35278,"2,0","22,6"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"8,2","7,8","-1,3","-2,2","-8,8","-3,4"
2010,"6,2","7,6","3,6","5,2","-2,4","0,6"
2011,"8,0","8,8","9,3","8,8","1,1","3,1"
2012,"8,0","7,1","8,8","8,0","0,7","-7,3"
2013,"-9,5","-7,7","-2,8","-0,7","7,4","8,7"
2014,"2,5","2,1","-5,6","-6,6","-7,9","-13,1"
2015,"1,7","1,9","3,6","2,2","1,9","9,2"
2016,"4,1","3,1","12,9","15,7","8,5","9,0"
2017,"9,6","11,4","-6,5","-6,4","-14,7","-0,6"
2018,"-10,0","-9,4","-7,4","-6,8","2,9","-3,7"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"106,2","107,6","103,6","105,2","97,6","100,6"
2011,"114,7","117,0","113,2","114,4","98,7","103,8"
2012,"123,9","125,4","123,2","123,6","99,4","96,2"
2013,"112,1","115,7","119,7","122,8","106,8","104,5"
2014,"115,0","118,1","113,0","114,6","98,3","90,8"
2015,"116,9","120,4","117,1","117,1","100,2","99,2"
2016,"121,7","124,1","132,2","135,5","108,7","108,1"
2017,"133,3","138,2","123,6","126,8","92,7","107,4"
2018,"120,0","125,2","114,5","118,2","95,4","103,4"
356     Osterholz                ,,,,,,
 ,,,,,,
2009,4057,3866,8018,7520,"2,0","18,8"
2010,3493,3284,8912,8555,"2,6","19,7"
2011,3820,3515,10046,8798,"2,6","23,6"
2012,4254,4109,10536,9976,"2,5","22,0"
2013,3975,3805,10012,9517,"2,5","20,8"
2014,4736,4488,11021,9865,"2,3","23,9"
2015,4003,3868,11759,11185,"2,9","26,5"
2016,4128,3841,11028,9977,"2,7","24,8"
2017,4199,3916,8903,7984,"2,1","20,5"
2018,3920,3763,8841,8160,"2,3","19,5"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"30,9","33,0","23,6","23,7","-5,6","10,3"
2010,"-13,9","-15,1","11,1","13,8","29,1","4,8"
2011,"9,4","7,0","12,7","2,8","3,1","19,9"
2012,"11,4","16,9","4,9","13,4","-5,8","-6,9"
2013,"-6,6","-7,4","-5,0","-4,6","1,7","-5,7"
2014,"19,1","18,0","10,1","3,7","-7,6","15,1"
2015,"-15,5","-13,8","6,7","13,4","26,2","10,9"
2016,"3,1","-0,7","-6,2","-10,8","-9,1","-6,4"
2017,"1,7","2,0","-19,3","-20,0","-20,6","-17,1"
2018,"-6,6","-3,9","-0,7","2,2","6,4","-5,1"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"86,1","84,9","111,1","113,8","129,1","104,8"
2011,"94,2","90,9","125,3","117,0","133,1","125,7"
2012,"104,9","106,3","131,4","132,7","125,3","117,0"
2013,"98,0","98,4","124,9","126,6","127,4","110,3"
2014,"116,7","116,1","137,5","131,2","117,7","127,0"
2015,"98,7","100,1","146,7","148,7","148,6","140,8"
2016,"101,8","99,4","137,5","132,7","135,2","131,8"
2017,"103,5","101,3","111,0","106,2","107,3","109,2"
2018,"96,6","97,3","110,3","108,5","114,1","103,7"
357     Rotenburg (Wümme)        ,,,,,,
 ,,,,,,
2009,13705,12779,28500,27028,"2,1","17,6"
2010,13966,13150,31435,30244,"2,3","18,6"
2011,14960,13862,29953,28341,"2,0","17,9"
2012,17042,16042,34344,32813,"2,0","21,5"
2013,14807,13773,33000,31109,"2,2","21,1"
2014,14379,13697,27474,26465,"1,9","18,6"
2015,15915,15062,44376,42743,"2,8","27,7"
2016,15215,14280,39824,38105,"2,6","22,4"
2017,16818,16015,41412,40270,"2,5","21,9"
2018,14437,13818,39876,38786,"2,8","20,4"
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-0,3","0,3","-10,8","-10,4","-10,6","-8,8"
2010,"1,9","2,9","10,3","11,9","8,2","5,7"
2011,"7,1","5,4","-4,7","-6,3","-11,0","-3,8"
2012,"13,9","15,7","14,7","15,8","0,7","20,3"
2013,"-13,1","-14,1","-3,9","-5,2","10,6","-1,9"
2014,"-2,9","-0,6","-16,7","-14,9","-14,3","-12,0"
2015,"10,7","10,0","61,5","61,5","45,9","49,2"
2016,"-4,4","-5,2","-10,3","-10,9","-6,1","-19,3"
2017,"10,5","12,1","4,0","5,7","-5,9","-2,0"
2018,"-14,2","-13,7","-3,7","-3,7","12,2","-7,0"
 ,,,,,,
