© Landesamt fü,,,,,,
"r Statistik Niedersachsen, 2018.",,,,,,
"Vervielfältigung und Verbreitung, auch auszugsweise, mit Quellenangabe gestattet.",,,,,,
,,,,,,
LSN-Online: Tabelle Z7360122,,,,,,
,,,,,,
Monatserhebung im Tourismus in Niedersachsen (Gebietsstand: 01.07.2017),,,,,,
- Geöffnete Beherbergungsbetriebe mit mindestens 10 Betten und geöffnete Campinglätze mit mindestens 10 Stellplätzen -,,,,,,
 ,,,,,,
Zeitraum: September*,,,,,,
,,,,,,
"Niedersachsen
Statistische Region*
Kreis*
Gemeinde*
------
Jahr",Ankünfte,,Übernachtungen,,durchschnittl.,
2011,"2,5","3,8","7,1","5,4","4,5","5,0"
2012,"12,0","15,6","2,8","7,4","-8,3","5,2"
2013,"-7,1","-7,7","-5,1","-7,4","2,1","-3,4"
2014,"1,5","0,6","0,4","1,3","-1,1","0,4"
2015,"4,3","9,8","-4,6","1,2","-8,5","-5,9"
2016,"5,5","0,9","12,6","6,4","6,7","13,3"
2017,"2,3","3,3","1,3","0,9","-0,9","-3,1"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"104,9","93,8","116,9","104,4","111,5","113,4"
2011,"107,5","97,3","125,2","110,0","116,5","119,1"
2012,"120,4","112,5","128,7","118,2","106,9","125,2"
2013,"111,9","103,9","122,2","109,5","109,2","120,9"
2014,"113,5","104,5","122,6","110,9","108,0","121,5"
2015,"118,4","114,8","117,0","112,3","98,8","114,3"
2016,"124,9","115,8","131,7","119,5","105,4","129,5"
2017,"127,8","119,6","133,4","120,6","104,4","125,5"
2018,-,-,-,-,-,-
251     Diepholz                 ,,,,,,
 ,,,,,,
2009,9855,9114,18013,16741,"1,8","17,3"
2010,11223,10561,22227,20972,"2,0","18,8"
2011,12888,11210,24104,20721,"1,9","21,1"
2012,12431,11520,24752,22636,"2,0","19,6"
2013,12676,11441,25103,22230,"2,0","19,0"
2014,12241,10893,24041,21176,"2,0","18,2"
2015,12209,11023,25234,22604,"2,1","17,0"
2016,13289,12024,26748,23693,"2,0","19,4"
2017,13999,12860,26582,24313,"1,9","22,0"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-10,7","-9,2","-9,5","-9,1","1,3","-10,9"
2010,"13,9","15,9","23,4","25,3","8,4","8,1"
2011,"14,8","6,1","8,4","-1,2","-5,6","12,7"
2012,"-3,5","2,8","2,7","9,2","6,5","-7,4"
2013,"2,0","-0,7","1,4","-1,8","-0,5","-3,0"
2014,"-3,4","-4,8","-4,2","-4,7","-0,8","-4,4"
2015,"-0,3","1,2","5,0","6,7","5,2","-6,6"
2016,"8,8","9,1","6,0","4,8","-2,6","14,0"
2017,"5,3","7,0","-0,6","2,6","-5,7","13,9"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"113,9","115,9","123,4","125,3","108,4","108,1"
2011,"130,8","123,0","133,8","123,8","102,3","121,9"
2012,"126,1","126,4","137,4","135,2","108,9","113,0"
2013,"128,6","125,5","139,4","132,8","108,3","109,6"
2014,"124,2","119,5","133,5","126,5","107,4","104,8"
2015,"123,9","120,9","140,1","135,0","113,1","97,9"
2016,"134,8","131,9","148,5","141,5","110,1","111,6"
2017,"142,0","141,1","147,6","145,2","103,9","127,1"
2018,-,-,-,-,-,-
252     Hameln-Pyrmont           ,,,,,,
 ,,,,,,
2009,26638,24917,111687,107596,"4,2","35,9"
2010,28342,26040,114746,109910,"4,0","37,4"
2011,30448,27521,119732,113228,"3,9","39,1"
2012,31008,27918,125007,118662,"4,0","40,8"
2013,31071,27296,122023,114399,"3,9","33,8"
2014,28866,25717,112784,106560,"3,9","35,3"
2015,28777,26114,108208,102801,"3,8","35,0"
2016,32240,28569,114886,107529,"3,6","37,7"
2017,30681,26562,107904,99608,"3,5","33,5"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-5,1","-2,9","-7,9","-6,6","-2,9","-9,7"
2010,"6,4","4,5","2,7","2,2","-3,4","4,2"
2011,"7,4","5,7","4,3","3,0","-2,9","4,3"
2012,"1,8","1,4","4,4","4,8","2,5","4,5"
2013,"0,2","-2,2","-2,4","-3,6","-2,6","-17,2"
2014,"-7,1","-5,8","-7,6","-6,9","-0,5","4,5"
2015,"-0,3","1,5","-4,1","-3,5","-3,8","-0,8"
2016,"12,0","9,4","6,2","4,6","-5,2","7,5"
2017,"-4,8","-7,0","-6,1","-7,4","-1,3","-11,1"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"106,4","104,5","102,7","102,2","96,6","104,2"
2011,"114,3","110,5","107,2","105,2","93,8","108,7"
2012,"116,4","112,0","111,9","110,3","96,2","113,6"
2013,"116,6","109,5","109,3","106,3","93,7","94,0"
2014,"108,4","103,2","101,0","99,0","93,2","98,3"
2015,"108,0","104,8","96,9","95,5","89,7","97,4"
2016,"121,0","114,7","102,9","99,9","85,0","104,7"
2017,"115,2","106,6","96,6","92,6","83,9","93,2"
2018,-,-,-,-,-,-
254     Hildesheim               ,,,,,,
 ,,,,,,
2009,18815,16347,43183,39254,"2,3","31,0"
2010,21655,18334,53563,46355,"2,5","37,3"
2011,22874,19225,57071,46916,"2,5","37,9"
2012,25214,21137,57602,49915,"2,3","38,5"
2013,25370,20951,61022,50451,"2,4","39,8"
2014,24399,19830,57597,49037,"2,4","38,8"
2015,24979,21528,54809,48035,"2,2","34,4"
2016,26505,22700,61608,53825,"2,3","40,6"
2017,28600,23955,66251,55634,"2,3","40,1"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-4,2","0,9","-9,4","-4,1","-5,4","-11,5"
2010,"15,1","12,2","24,0","18,1","7,8","20,3"
2011,"5,6","4,9","6,5","1,2","0,9","1,7"
2012,"10,2","9,9","0,9","6,4","-8,4","1,4"
2013,"0,6","-0,9","5,9","1,1","5,3","3,4"
2014,"-3,8","-5,4","-5,6","-2,8","-1,9","-2,5"
2015,"2,4","8,6","-4,8","-2,0","-7,1","-11,2"
2016,"6,1","5,4","12,4","12,1","5,9","18,0"
2017,"7,9","5,5","7,5","3,4","-0,3","-1,4"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"115,1","112,2","124,0","118,1","107,8","120,3"
2011,"121,6","117,6","132,2","119,5","108,7","122,3"
2012,"134,0","129,3","133,4","127,2","99,5","124,0"
2013,"134,8","128,2","141,3","128,5","104,8","128,3"
2014,"129,7","121,3","133,4","124,9","102,9","125,1"
2015,"132,8","131,7","126,9","122,4","95,6","111,0"
2016,"140,9","138,9","142,7","137,1","101,3","131,0"
2017,"152,0","146,5","153,4","141,7","100,9","129,1"
2018,-,-,-,-,-,-
255     Holzminden               ,,,,,,
 ,,,,,,
2009,6864,6591,16926,16142,"2,5","19,3"
2010,8293,7991,17435,16855,"2,1","16,4"
2011,9633,9177,19447,18520,"2,0","16,6"
2012,9934,9267,22007,19148,"2,2","17,5"
2013,10048,8977,21147,17905,"2,1","17,3"
2014,11136,10133,23054,20348,"2,1","20,2"
2015,10188,9074,22493,19374,"2,2","19,0"
2016,14516,13373,30998,27682,"2,1","23,3"
2017,12444,11255,25188,22507,"2,0","18,9"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-14,8","-15,5","-12,5","-13,1","2,7","-8,1"
2010,"20,8","21,2","3,0","4,4","-14,7","-15,2"
2011,"16,2","14,8","11,5","9,9","-4,0","1,1"
2012,"3,1","1,0","13,2","3,4","9,7","5,4"
2013,"1,1","-3,1","-3,9","-6,5","-5,0","-1,1"
2014,"10,8","12,9","9,0","13,6","-1,6","17,0"
2015,"-8,5","-10,5","-2,4","-4,8","6,6","-5,9"
2016,"42,5","47,4","37,8","42,9","-3,3","22,6"
2017,"-14,3","-15,8","-18,7","-18,7","-5,2","-18,8"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"120,8","121,2","103,0","104,4","85,3","84,8"
2011,"140,3","139,2","114,9","114,7","81,9","85,7"
2012,"144,7","140,6","130,0","118,6","89,8","90,3"
2013,"146,4","136,2","124,9","110,9","85,3","89,4"
2014,"162,2","153,7","136,2","126,1","84,0","104,5"
2015,"148,4","137,7","132,9","120,0","89,5","98,4"
2016,"211,5","202,9","183,1","171,5","86,6","120,6"
2017,"181,3","170,8","148,8","139,4","82,1","97,8"
2018,-,-,-,-,-,-
256     Nienburg (Weser)         ,,,,,,
 ,,,,,,
2009,8158,7900,12846,12454,"1,6","19,9"
2010,8488,8129,14268,13743,"1,7","19,9"
2011,9575,9156,18116,16872,"1,9","24,0"
2012,9838,9349,19877,18756,"2,0","26,2"
2013,10998,10287,22951,20332,"2,1","29,4"
2014,11367,10599,23034,20554,"2,0","27,9"
2015,10174,9551,20580,19090,"2,0","24,9"
2016,12066,11321,24918,22923,"2,1","26,9"
2017,12357,11539,24756,22385,"2,0","26,5"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"1,3","2,2","0,5","2,3","-0,8","-3,1"
2010,"4,0","2,9","11,1","10,4","6,8","0,1"
2011,"12,8","12,6","27,0","22,8","12,6","20,6"
2012,"2,7","2,1","9,7","11,2","6,8","9,0"
2013,"11,8","10,0","15,5","8,4","3,3","12,0"
2014,"3,4","3,0","0,4","1,1","-2,9","-4,9"
2015,"-10,5","-9,9","-10,7","-7,1","-0,2","-10,7"
2016,"18,6","18,5","21,1","20,1","2,1","7,8"
2017,"2,4","1,9","-0,7","-2,3","-3,0","-1,4"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"104,0","102,9","111,1","110,4","106,8","100,1"
2011,"117,4","115,9","141,0","135,5","120,2","120,7"
2012,"120,6","118,3","154,7","150,6","128,3","131,6"
2013,"134,8","130,2","178,7","163,3","132,5","147,4"
2014,"139,3","134,2","179,3","165,0","128,7","140,2"
2015,"124,7","120,9","160,2","153,3","128,5","125,1"
2016,"147,9","143,3","194,0","184,1","131,1","134,9"
2017,"151,5","146,1","192,7","179,7","127,2","133,0"
2018,-,-,-,-,-,-
257     Schaumburg               ,,,,,,
 ,,,,,,
2009,17021,15861,60875,58564,"3,6","33,9"
2010,17767,16196,61228,57732,"3,4","34,2"
2011,20309,18705,73905,70001,"3,6","37,8"
2012,21322,19110,71263,66783,"3,3","37,7"
2013,21842,19714,74517,70065,"3,4","38,5"
2014,22190,19855,73807,69082,"3,3","37,8"
2015,19841,18211,70434,66486,"3,5","31,9"
2016,23346,21135,75511,71346,"3,2","41,0"
2017,21796,19914,73706,70006,"3,4","39,8"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-7,2","-5,5","-3,8","-2,5","3,7","-5,2"
2010,"4,4","2,1","0,6","-1,4","-3,6","1,1"
2011,"14,3","15,5","20,7","21,3","5,6","10,5"
2012,"5,0","2,2","-3,6","-4,6","-8,2","-0,4"
2013,"2,4","3,2","4,6","4,9","2,1","2,2"
2014,"1,6","0,7","-1,0","-1,4","-2,5","-1,7"
2015,"-10,6","-8,3","-4,6","-3,8","6,7","-15,8"
2016,"17,7","16,1","7,2","7,3","-8,9","28,5"
2017,"-6,6","-5,8","-2,4","-1,9","4,6","-2,9"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"104,4","102,1","100,6","98,6","96,4","101,1"
2011,"119,3","117,9","121,4","119,5","101,7","111,7"
2012,"125,3","120,5","117,1","114,0","93,5","111,3"
2013,"128,3","124,3","122,4","119,6","95,4","113,7"
2014,"130,4","125,2","121,2","118,0","93,0","111,8"
2015,"116,6","114,8","115,7","113,5","99,3","94,1"
2016,"137,2","133,3","124,0","121,8","90,4","121,0"
2017,"128,1","125,6","121,1","119,5","94,6","117,5"
2018,-,-,-,-,-,-
3       Lüneburg                 ,,,,,,
 ,,,,,,
2009,283158,262885,900746,854009,"3,2","31,5"
2010,291680,268252,902409,850893,"3,1","31,1"
2011,310393,286725,953181,900251,"3,1","32,8"
2012,320615,295094,959167,902569,"3,0","32,4"
2013,311236,284998,939978,881628,"3,0","32,2"
2014,321578,296803,982677,928107,"3,1","34,9"
2015,317490,295196,970792,918949,"3,1","34,2"
2016,351402,326199,1029607,974330,"2,9","35,8"
2017,359511,333461,1040961,982959,"2,9","36,1"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-3,7","-3,4","-2,9","-3,1","0,8","-4,9"
2010,"3,0","2,0","0,2","-0,4","-2,7","-1,5"
2011,"6,4","6,9","5,6","5,8","-0,7","5,6"
2012,"3,3","2,9","0,6","0,3","-2,6","-1,3"
2013,"-2,9","-3,4","-2,0","-2,3","1,0","-0,5"
2014,"3,3","4,1","4,5","5,3","1,2","8,2"
2015,"-1,3","-0,5","-1,2","-1,0","0,1","-1,9"
2016,"10,7","10,5","6,1","6,0","-4,2","4,6"
2017,"2,3","2,2","1,1","0,9","-1,2","0,7"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"103,0","102,0","100,2","99,6","97,3","98,5"
2011,"109,6","109,1","105,8","105,4","96,5","104,0"
2012,"113,2","112,3","106,5","105,7","94,0","102,7"
2013,"109,9","108,4","104,4","103,2","94,9","102,2"
2014,"113,6","112,9","109,1","108,7","96,1","110,6"
2015,"112,1","112,3","107,8","107,6","96,1","108,5"
2016,"124,1","124,1","114,3","114,1","92,1","113,5"
2017,"127,0","126,8","115,6","115,1","91,0","114,3"
2018,-,-,-,-,-,-
351     Celle                    ,,,,,,
 ,,,,,,
2009,25288,21619,59980,51784,"2,4","24,6"
2010,28406,23566,65782,55037,"2,3","26,7"
2011,30259,25675,68882,58540,"2,3","29,5"
2012,32264,26405,72080,59287,"2,2","31,0"
2013,31616,26403,71246,59957,"2,3","29,3"
2014,30234,25855,70125,60027,"2,3","29,6"
2015,29132,25180,67804,58401,"2,3","28,3"
2016,33410,28088,77128,64507,"2,3","32,1"
2017,33856,29377,79901,69879,"2,4","31,9"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-9,5","-6,9","-6,2","-6,3","3,7","-5,9"
2010,"12,3","9,0","9,7","6,3","-2,4","8,7"
2011,"6,5","8,9","4,7","6,4","-1,7","10,4"
2012,"6,6","2,8","4,6","1,3","-1,9","5,1"
2013,"-2,0",-,"-1,2","1,1","0,9","-5,5"
2014,"-4,4","-2,1","-1,6","0,1","2,9","1,1"
2015,"-3,6","-2,6","-3,3","-2,7","0,3","-4,5"
2016,"14,7","11,5","13,8","10,5","-0,8","13,7"
2017,"1,3","4,6","3,6","8,3","2,2","-0,9"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"112,3","109,0","109,7","106,3","97,6","108,7"
2011,"119,7","118,8","114,8","113,0","96,0","120,0"
2012,"127,6","122,1","120,2","114,5","94,2","126,1"
2013,"125,0","122,1","118,8","115,8","95,0","119,2"
2014,"119,6","119,6","116,9","115,9","97,8","120,5"
2015,"115,2","116,5","113,0","112,8","98,1","115,1"
2016,"132,1","129,9","128,6","124,6","97,3","130,8"
2017,"133,9","135,9","133,2","134,9","99,5","129,7"
2018,-,-,-,-,-,-
352     Cuxhaven                 ,,,,,,
 ,,,,,,
2009,53433,52594,261630,259047,"4,9","32,2"
2010,52760,51846,246413,244049,"4,7","30,5"
2011,55134,54325,248412,246331,"4,5","30,6"
2012,58912,57669,261260,257814,"4,4","31,3"
2013,55466,54046,250038,246210,"4,5","30,5"
2014,60731,59462,276561,272707,"4,6","34,9"
2015,60630,59224,274750,271351,"4,5","36,5"
2016,67476,66094,292890,288925,"4,3","39,7"
2017,67217,65558,286647,281106,"4,3","37,2"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-5,2","-5,2","-4,0","-3,9","1,3","-5,0"
2010,"-1,3","-1,4","-5,8","-5,8","-4,6","-5,2"
2011,"4,5","4,8","0,8","0,9","-3,5","0,4"
2012,"6,9","6,2","5,2","4,7","-1,6","2,2"
2013,"-5,8","-6,3","-4,3","-4,5","1,7","-2,5"
2014,"9,5","10,0","10,6","10,8","1,0","14,3"
2015,"-0,2","-0,4","-0,7","-0,5","-0,5","4,5"
2016,"11,3","11,6","6,6","6,5","-4,2","8,9"
2017,"-0,4","-0,8","-2,1","-2,7","-1,8","-6,5"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"98,7","98,6","94,2","94,2","95,4","94,8"
2011,"103,2","103,3","94,9","95,1","92,0","95,2"
2012,"110,3","109,6","99,9","99,5","90,6","97,3"
2013,"103,8","102,8","95,6","95,0","92,1","94,9"
2014,"113,7","113,1","105,7","105,3","93,0","108,5"
2015,"113,5","112,6","105,0","104,7","92,5","113,4"
2016,"126,3","125,7","111,9","111,5","88,6","123,5"
2017,"125,8","124,6","109,6","108,5","87,1","115,5"
2018,-,-,-,-,-,-
353     Harburg                  ,,,,,,
 ,,,,,,
2009,28983,26668,71194,66593,"2,5","31,7"
2010,28992,26791,74756,70490,"2,6","32,7"
2011,32407,29989,77635,72959,"2,4","33,5"
2012,32978,30360,76665,71933,"2,3","33,1"
2013,31426,28437,75561,70439,"2,4","32,4"
2014,33099,29954,76053,70305,"2,3","33,6"
2015,31268,28439,74275,68481,"2,4","33,1"
2016,31824,28788,67561,61998,"2,1","30,9"
2017,33460,30455,72470,67107,"2,2","34,0"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-0,3","-2,1","7,5","5,9","7,8","-0,6"
2010,-,"0,5","5,0","5,9","5,0","3,1"
2011,"11,8","11,9","3,9","3,5","-7,1","2,3"
2012,"1,8","1,2","-1,2","-1,4","-3,0","-1,2"
2013,"-4,7","-6,3","-1,4","-2,1","3,4","-2,0"
2014,"5,3","5,3","0,7","-0,2","-4,4","3,7"
2015,"-5,5","-5,1","-2,3","-2,6","3,4","-1,5"
2016,"1,8","1,2","-9,0","-9,5","-10,6","-6,7"
2017,"5,1","5,8","7,3","8,2","2,0","10,0"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"100,0","100,5","105,0","105,9","105,0","103,1"
2011,"111,8","112,5","109,0","109,6","97,5","105,5"
2012,"113,8","113,8","107,7","108,0","94,6","104,3"
2013,"108,4","106,6","106,1","105,8","97,9","102,2"
2014,"114,2","112,3","106,8","105,6","93,5","105,9"
2015,"107,9","106,6","104,3","102,8","96,7","104,3"
2016,"109,8","107,9","94,9","93,1","86,4","97,3"
2017,"115,4","114,2","101,8","100,8","88,2","107,1"
2018,-,-,-,-,-,-
354     Lüchow-Dannenberg        ,,,,,,
 ,,,,,,
2009,9155,8708,26188,25062,"2,9","18,9"
2010,9767,9222,27480,26076,"2,8","19,5"
2011,9228,8968,25717,25143,"2,8","19,4"
2012,10493,10099,28848,27771,"2,7","22,1"
2013,9292,8902,24034,23246,"2,6","19,4"
2014,9000,8695,25803,25261,"2,9","21,8"
2015,9330,8989,22592,21942,"2,4","20,7"
2016,10790,10444,26548,25834,"2,5","19,3"
2017,9924,9639,26215,25579,"2,6","21,5"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-3,1","-4,7","-6,7","-8,4","-3,7","-8,6"
2010,"6,7","5,9","4,9","4,0","-1,6","2,9"
2011,"-5,5","-2,8","-6,4","-3,6","-0,9","-0,2"
2012,"13,7","12,6","12,2","10,5","-1,3","13,7"
2013,"-11,4","-11,9","-16,7","-16,3","-5,9","-11,9"
2014,"-3,1","-2,3","7,4","8,7","10,8","12,1"
2015,"3,7","3,4","-12,4","-13,1","-15,5","-5,0"
2016,"15,6","16,2","17,5","17,7","1,6","-6,8"
2017,"-8,0","-7,7","-1,3","-1,0","7,4","11,4"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"106,7","105,9","104,9","104,0","98,4","102,9"
2011,"100,8","103,0","98,2","100,3","97,4","102,8"
2012,"114,6","116,0","110,2","110,8","96,1","116,9"
2013,"101,5","102,2","91,8","92,8","90,4","102,9"
2014,"98,3","99,9","98,5","100,8","100,2","115,4"
2015,"101,9","103,2","86,3","87,6","84,7","109,6"
2016,"117,9","119,9","101,4","103,1","86,0","102,2"
2017,"108,4","110,7","100,1","102,1","92,3","113,8"
2018,-,-,-,-,-,-
355     Lüneburg                 ,,,,,,
 ,,,,,,
2009,26131,23587,58315,52687,"2,2","33,4"
2010,27610,25117,59314,54047,"2,1","35,1"
2011,27430,25437,60561,56299,"2,2","33,3"
2012,29818,27490,65651,60623,"2,2","34,1"
2013,28353,26189,62628,58134,"2,2","33,7"
2014,29614,27388,67997,62824,"2,3","38,9"
2015,28633,26291,62725,57497,"2,2","33,1"
2016,31471,29169,68700,63666,"2,2","34,2"
2017,31722,29201,66141,60603,"2,1","36,9"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"2,7","2,4","2,8","1,4","0,1","-4,7"
2010,"5,7","6,5","1,7","2,6","-3,7","5,1"
2011,"-0,7","1,3","2,1","4,2","2,8","-5,4"
2012,"8,7","8,1","8,4","7,7","-0,3","2,7"
2013,"-4,9","-4,7","-4,6","-4,1","0,3","-1,2"
2014,"4,4","4,6","8,6","8,1","3,9","15,2"
2015,"-3,3","-4,0","-7,8","-8,5","-4,6","-14,7"
2016,"9,9","10,9","9,5","10,7","-0,4","3,3"
2017,"0,8","0,1","-3,7","-4,8","-4,5","7,8"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"105,7","106,5","101,7","102,6","96,3","105,1"
2011,"105,0","107,8","103,9","106,9","98,9","99,4"
2012,"114,1","116,5","112,6","115,1","98,7","102,1"
2013,"108,5","111,0","107,4","110,3","99,0","100,9"
2014,"113,3","116,1","116,6","119,2","102,9","116,2"
2015,"109,6","111,5","107,6","109,1","98,2","99,1"
2016,"120,4","123,7","117,8","120,8","97,8","102,4"
2017,"121,4","123,8","113,4","115,0","93,4","110,3"
2018,-,-,-,-,-,-
356     Osterholz                ,,,,,,
 ,,,,,,
2009,5927,5547,15407,14292,"2,6","33,7"
2010,6327,6082,15722,15074,"2,5","34,0"
2011,6503,6280,16015,15144,"2,5","36,1"
2012,6899,6535,17069,16012,"2,5","37,2"
2013,6765,6477,16415,15440,"2,4","36,7"
2014,6217,5892,13904,12820,"2,2","32,2"
2015,6583,6229,15565,13992,"2,4","34,0"
2016,6617,6325,14585,13594,"2,2","33,8"
2017,6445,6191,14815,13836,"2,3","34,1"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-22,7","-22,5","-10,3","-12,5","16,1","-9,9"
2010,"6,7","9,6","2,0","5,5","-4,4","0,8"
2011,"2,8","3,3","1,9","0,5","-0,9","6,2"
2012,"6,1","4,1","6,6","5,7","0,5","2,9"
2013,"-1,9","-0,9","-3,8","-3,6","-1,9","-1,3"
2014,"-8,1","-9,0","-15,3","-17,0","-7,8","-12,3"
2015,"5,9","5,7","11,9","9,1","5,7","5,6"
2016,"0,5","1,5","-6,3","-2,8","-6,8","-0,5"
2017,"-2,6","-2,1","1,6","1,8","4,3","0,9"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"106,7","109,6","102,0","105,5","95,6","100,8"
2011,"109,7","113,2","103,9","106,0","94,7","107,1"
2012,"116,4","117,8","110,8","112,0","95,2","110,2"
2013,"114,1","116,8","106,5","108,0","93,3","108,8"
2014,"104,9","106,2","90,2","89,7","86,0","95,4"
2015,"111,1","112,3","101,0","97,9","91,0","100,7"
2016,"111,6","114,0","94,7","95,1","84,8","100,2"
2017,"108,7","111,6","96,2","96,8","88,4","101,1"
2018,-,-,-,-,-,-
357     Rotenburg (Wümme)        ,,,,,,
 ,,,,,,
2009,20738,19134,48286,45977,"2,3","26,6"
2010,21667,19975,52007,49531,"2,4","28,9"
2011,22687,20920,52334,48938,"2,3","29,7"
2012,21982,20546,50423,48091,"2,3","28,4"
2013,21480,19911,50437,47901,"2,3","28,8"
2014,20576,19139,47963,45798,"2,3","28,9"
2015,21772,20209,59073,56321,"2,7","30,0"
2016,23179,21193,59701,56673,"2,6","28,9"
2017,23113,21639,58692,56392,"2,5","28,3"
2018,-,-,-,-,-,-
 ,,,,,,
Veränd. zum Vorjahr ,,,,,,
2009,"-8,5","-8,5","-6,7","-6,8","2,0","-8,0"
2010,"4,5","4,4","7,7","7,7","3,1","8,6"
2011,"4,7","4,7","0,6","-1,2","-3,9","2,6"
2012,"-3,1","-1,8","-3,7","-1,7","-0,6","-4,1"
2013,"-2,3","-3,1",-,"-0,4","2,4","1,4"
2014,"-4,2","-3,9","-4,9","-4,4","-0,7","0,2"
2015,"5,8","5,6","23,2","23,0","16,4","3,8"
2016,"6,5","4,9","1,1","0,6","-5,1","-3,6"
2017,"-0,3","2,1","-1,7","-0,5","-1,4","-1,9"
2018,"-100,0","-100,0","-100,0","-100,0","-100,0","-100,0"
 ,,,,,,
2009 = 100 ,,,,,,
2009,"100,0","100,0","100,0","100,0","100,0","100,0"
2010,"104,5","104,4","107,7","107,7","103,1","108,6"
2011,"109,4","109,3","108,4","106,4","99,1","111,4"
2012,"106,0","107,4","104,4","104,6","98,5","106,8"
2013,"103,6","104,1","104,5","104,2","100,8","108,3"
2014,"99,2","100,0","99,3","99,6","100,1","108,4"
2015,"105,0","105,6","122,3","122,5","116,5","112,6"
2016,"111,8","110,8","123,6","123,3","110,6","108,5"
2017,"111,5","113,1","121,6","122,7","109,1","106,4"
2018,-,-,-,-,-,-
358     Heidekreis               ,,,,,,
 ,,,,,,
2009,66671,60644,210968,195814,"3,2","32,8"
2010,67997,60743,208187,190945,"3,1","30,0"
2011,76845,68620,248583,230057,"3,2","35,3"
2012,75234,67500,223717,206408,"3,0","31,3"
2013,75072,66900,229846,210924,"3,1","32,6"
2014,80618,73640,245360,229551,"3,0","36,2"
2015,80411,74727,239032,224974,"3,0","34,8"
2016,90938,84519,258375,244338,"2,8","37,1"
2017,96253,88108,268716,250927,"2,8","38,8"
2018,-,-,-,-,-,-
